bin_center,mean_distance,sem_distance,n_samples,chance_level,chance_ci_95
-2975.0,110.71415279630556,2.323051382473494,595,90,7.47714858009796
-2925.0,115.06487908203448,2.097463053446578,531,90,7.47714858009796
-2875.0,109.55328747052744,2.180336526494936,500,90,7.47714858009796
-2825.0,112.93605007170409,2.0415642157837306,590,90,7.47714858009796
-2775.0,112.6367505205939,2.0036022520279704,647,90,7.47714858009796
-2725.0,113.66031476020616,1.9409743766414376,652,90,7.47714858009796
-2675.0,112.10658014322576,1.7078342118049432,747,90,7.47714858009796
-2625.0,104.204170423286,1.9976335837995525,695,90,7.47714858009796
-2575.0,101.36543816762757,1.9390859205569637,683,90,7.47714858009796
-2525.0,102.49494158459456,1.6990433176000095,738,90,7.47714858009796
-2475.0,116.63217726483788,1.5537383263392885,800,90,7.47714858009796
-2425.0,124.98446270730702,1.492372095841468,751,90,7.47714858009796
-2375.0,127.30974424903197,1.6375872900806179,706,90,7.47714858009796
-2325.0,133.71770051946092,1.7441712772040023,679,90,7.47714858009796
-2275.0,118.46759899260641,1.8653275030306806,832,90,7.47714858009796
-2225.0,108.43067234064499,1.9615602957519858,866,90,7.47714858009796
-2175.0,112.12846983456619,1.7890112869634425,830,90,7.47714858009796
-2125.0,103.46205972274977,1.9087937625841473,782,90,7.47714858009796
-2075.0,94.46644087865054,1.9582296209045071,819,90,7.47714858009796
-2025.0,91.9298325247459,2.2263121051650065,626,90,7.47714858009796
-1975.0,100.61893025785524,2.2618932648575982,560,90,7.47714858009796
-1925.0,97.5404924310509,1.9263730971666193,686,90,7.47714858009796
-1875.0,95.78672696775007,1.7621707472092232,853,90,7.47714858009796
-1825.0,96.57865269831618,1.7701333340467962,840,90,7.47714858009796
-1775.0,92.41198790016425,1.7720438188056702,810,90,7.47714858009796
-1725.0,88.40483469978862,1.8828488396976018,819,90,7.47714858009796
-1675.0,79.19609276787178,1.851523770728316,888,90,7.47714858009796
-1625.0,76.67673572089421,1.8584449393535591,882,90,7.47714858009796
-1575.0,77.83115646568245,1.7653080154981298,976,90,7.47714858009796
-1525.0,81.03333411989853,1.923699845099568,890,90,7.47714858009796
-1475.0,75.23660442671778,1.9040592141223296,858,90,7.47714858009796
-1425.0,73.48587750924229,1.8892518884323841,837,90,7.47714858009796
-1375.0,77.68274149152113,1.8921438033355786,844,90,7.47714858009796
-1325.0,76.25288589387742,1.7983486426194863,840,90,7.47714858009796
-1275.0,80.32849092159651,1.8724602414835911,766,90,7.47714858009796
-1225.0,75.7791836962606,1.9223617900244805,686,90,7.47714858009796
-1175.0,80.66440727086929,1.9649771163103853,757,90,7.47714858009796
-1125.0,76.41773342361596,1.7874483034844337,793,90,7.47714858009796
-1075.0,71.55448849964617,1.8162804833286512,805,90,7.47714858009796
-1025.0,78.93409773050952,1.8406254710410386,716,90,7.47714858009796
-975.0,79.53189856102294,1.8541489718325692,698,90,7.47714858009796
-925.0,90.52375991483156,1.8352556484786278,702,90,7.47714858009796
-875.0,79.73938901393949,1.9137675549799982,649,90,7.47714858009796
-825.0,82.28449810898911,1.9256832161621626,634,90,7.47714858009796
-775.0,79.04889559337055,2.0897553418640555,534,90,7.47714858009796
-725.0,79.79902872951055,2.0294670216818878,525,90,7.47714858009796
-675.0,67.6645825086364,2.2062939415202476,489,90,7.47714858009796
-625.0,53.905195833860965,2.2956655565782094,425,90,7.47714858009796
-575.0,56.24182813793225,2.6408606874464926,414,90,7.47714858009796
-525.0,45.0570448049265,2.346036594278925,379,90,7.47714858009796
-475.0,58.86132064855045,2.244636265972117,466,90,7.47714858009796
-425.0,52.88649069782315,1.775804362352959,547,90,7.47714858009796
-375.0,51.22069238061399,1.618450982973701,511,90,7.47714858009796
-325.0,52.63635664458537,1.69873835164877,470,90,7.47714858009796
-275.0,56.058635669479685,1.66475445357527,519,90,7.47714858009796
-225.0,55.31992738442371,1.6225397054130328,600,90,7.47714858009796
-175.0,51.630818601238715,1.4494144783930125,579,90,7.47714858009796
-125.0,49.25421896700614,1.4608867607000773,500,90,7.47714858009796
-75.0,52.113567595329634,1.5978168151938643,492,90,7.47714858009796
-25.0,57.48012851401402,1.8332948267233198,444,90,7.47714858009796
25.0,65.44534705604131,1.4573594867333897,1107,90,7.47714858009796
75.0,64.38962270622726,1.52763729587002,1066,90,7.47714858009796
125.0,63.23849882639237,1.487916412732249,1017,90,7.47714858009796
175.0,67.80746153264381,1.5362868736114885,1011,90,7.47714858009796
225.0,54.85551086118362,1.3791188467554616,967,90,7.47714858009796
275.0,53.37670121838474,1.3044048299756938,939,90,7.47714858009796
325.0,57.79420940082587,1.2612124908345619,974,90,7.47714858009796
375.0,54.76806785185643,1.2004559470723475,989,90,7.47714858009796
425.0,50.23662039068507,1.0799512589440574,950,90,7.47714858009796
475.0,51.954988841004045,1.3428166020285774,946,90,7.47714858009796
525.0,57.910647742080585,1.5456494024953094,906,90,7.47714858009796
575.0,64.44493745324777,1.4837379131591653,1003,90,7.47714858009796
625.0,59.90168083100677,1.4002621936296729,1066,90,7.47714858009796
675.0,57.747915602929524,1.5096454118166667,1055,90,7.47714858009796
725.0,55.15698574916126,1.7481193395247896,885,90,7.47714858009796
