subject,game,recalled_item,time_rel,bin_center,x_rot,y_rot,duration
136,1,Object_Sea_Solid_Large,-1660.0,-1650.0,-0.8652016312715887,-80.09857318415375,516.0
136,1,Object_Sea_Solid_Large,-1006.0,-1050.0,47.78703045227366,-92.83043531382077,549.0
136,1,Object_Sea_Solid_Large,-277.0,-250.0,195.00951287270067,13.966384254774326,420.0
136,1,Object_Sea_Solid_Large,317.0,350.0,163.6445184241448,6.440620290759995,142.0
136,1,Animal_Land_Pattern_Small,-2560.0,-2550.0,-69.79999999999995,-39.299999999999955,516.0
136,1,Animal_Land_Pattern_Small,-1906.0,-1950.0,-56.5,-87.79999999999995,549.0
136,1,Animal_Land_Pattern_Small,-1177.0,-1150.0,109.59999999999991,-161.9000000000001,420.0
136,1,Object_Land_Solid_Small,-2777.0,-2750.0,-109.5999999999999,161.9000000000001,420.0
136,1,Object_Sea_Pattern_Small,735.0,750.0,-389.5906338372238,-73.79077195903392,263.0
136,1,Animal_Land_Solid_Large,135.0,150.0,-134.32311751503778,34.45446416709058,514.0
136,2,Animal_Sea_Solid_Large,-991.0,-950.0,86.09999999999992,62.70000000000004,390.0
136,2,Animal_Sea_Solid_Large,-413.0,-450.0,49.000000000000014,110.59999999999991,181.0
136,2,Animal_Sea_Solid_Large,-222.0,-250.0,80.00000000000001,66.99999999999999,240.0
136,2,Animal_Sea_Solid_Large,171.0,150.0,47.400000000000105,98.90000000000009,183.0
136,2,Animal_Sea_Solid_Large,485.0,450.0,26.900000000000105,110.0,428.0
136,2,Animal_Land_Pattern_Large,-2491.0,-2450.0,11.24979281728438,-105.91478726584012,390.0
136,2,Animal_Land_Pattern_Large,-1913.0,-1950.0,71.28240965855883,-97.73524478543746,181.0
136,2,Animal_Land_Pattern_Large,-1722.0,-1750.0,18.02370205355738,-102.78203230275508,240.0
136,2,Animal_Land_Pattern_Large,210.0,250.0,539.3710506462309,64.218063851078,218.0
136,2,Animal_Land_Pattern_Large,572.0,550.0,456.8779910892098,67.73589342651223,186.0
136,2,Object_Land_Pattern_Small,-2284.0,-2250.0,139.04319272048156,404.170125761535,335.0
136,2,Object_Land_Pattern_Small,-1837.0,-1850.0,91.20288072462012,415.23197678831366,215.0
136,2,Object_Land_Pattern_Small,-1585.0,-1550.0,146.25221357873153,-0.31626463777789837,168.0
136,2,Object_Land_Pattern_Small,-1406.0,-1450.0,125.58728819108086,-53.12356393174689,358.0
136,2,Object_Land_Pattern_Small,-887.0,-850.0,183.28567269733276,-44.06009741122011,296.0
136,2,Object_Land_Pattern_Small,-447.0,-450.0,190.33015907019976,-49.46150572225261,179.0
136,2,Object_Land_Pattern_Small,-262.0,-250.0,152.8563188948321,-34.954910583799624,400.0
136,2,Object_Land_Solid_Large,-2284.0,-2250.0,-419.5431927204815,-81.67012576153482,335.0
136,2,Object_Land_Solid_Large,-1837.0,-1850.0,-405.2028807246201,-128.63197678831358,215.0
136,2,Object_Land_Solid_Large,-1585.0,-1550.0,-72.85221357873138,126.81626463777792,168.0
136,2,Object_Land_Solid_Large,-1406.0,-1450.0,-16.78728819108084,135.32356393174692,358.0
136,2,Object_Land_Solid_Large,-887.0,-850.0,-53.48567269733273,180.76009741122016,296.0
136,2,Object_Land_Solid_Large,-447.0,-450.0,-52.330159070199684,189.5615057222525,179.0
136,2,Object_Land_Solid_Large,-262.0,-250.0,-46.156318894831976,149.85491058379972,400.0
136,2,Object_Land_Solid_Large,151.0,150.0,-52.97875075916744,172.0381119635938,138.0
136,2,Object_Land_Solid_Large,436.0,450.0,-153.94211120916128,308.964441961314,592.0
136,2,Animal_Sea_Pattern_Small,-2984.0,-2950.0,280.5,-322.5,335.0
136,2,Animal_Sea_Pattern_Small,-2537.0,-2550.0,314.0,-286.5999999999999,215.0
136,2,Animal_Sea_Pattern_Small,-2285.0,-2250.0,-73.40000000000009,-126.5,168.0
136,2,Animal_Sea_Pattern_Small,-2106.0,-2150.0,-108.79999999999995,-82.20000000000005,358.0
136,2,Animal_Sea_Pattern_Small,-1587.0,-1550.0,-129.79999999999995,-136.70000000000005,296.0
136,2,Animal_Sea_Pattern_Small,-1147.0,-1150.0,-138.0,-140.0999999999999,179.0
136,2,Animal_Sea_Pattern_Small,-962.0,-950.0,-106.70000000000005,-114.90000000000009,400.0
136,2,Animal_Sea_Pattern_Small,557.0,550.0,111.5,-472.29999999999995,288.0
136,2,Object_Sea_Solid_Small,-674.0,-650.0,-23.24443581677562,147.66054382792922,285.0
136,2,Object_Sea_Solid_Small,-245.0,-250.0,377.8808582673661,216.0911542731881,195.0
136,2,Object_Sea_Solid_Small,516.0,550.0,-161.61439140522256,12.924337148168334,382.0
136,3,Object_Land_Pattern_Large,-789.0,-750.0,169.43194473703616,64.33526329025129,327.0
136,3,Object_Land_Pattern_Large,-443.0,-450.0,85.839985196149,-23.87921568069019,245.0
136,3,Object_Land_Pattern_Large,42.0,50.0,143.63982856952478,115.60851892709957,241.0
136,3,Animal_Land_Solid_Small,-1689.0,-1650.0,29.00000000000002,178.9000000000001,327.0
136,3,Animal_Land_Solid_Small,-1343.0,-1350.0,63.599999999999916,62.400000000000084,245.0
136,3,Animal_Land_Solid_Small,207.0,250.0,70.50000000000003,174.79999999999995,246.0
136,3,Animal_Land_Solid_Small,588.0,550.0,-159.30000000000013,497.0,275.0
136,3,Animal_Sea_Solid_Small,-2689.0,-2650.0,140.43194473703613,-114.56473670974879,327.0
136,3,Animal_Sea_Solid_Small,-2343.0,-2350.0,22.239985196149085,-86.27921568069027,245.0
136,3,Animal_Sea_Solid_Small,371.0,350.0,-88.67363299265209,22.212762365010665,330.0
136,3,Animal_Land_Solid_Large,-400.0,-350.0,-62.17141941392079,184.88405720358466,216.0
136,3,Object_Sea_Pattern_Small,-2100.0,-2050.0,129.02858058607936,146.28405720358467,216.0
136,3,Object_Sea_Pattern_Small,-550.0,-550.0,389.7785941325433,171.7163287403328,416.0
136,4,Animal_Land_Solid_Large,-2961.0,-2950.0,-76.83165494695132,34.27632999772014,577.0
136,4,Animal_Land_Solid_Large,-1447.0,-1450.0,114.14448141451717,391.2959587864548,163.0
136,4,Animal_Land_Solid_Large,366.0,350.0,-226.54414106834105,176.58596248741753,23.0
136,4,Animal_Land_Solid_Large,396.0,350.0,-153.1989690447715,220.54839805271564,90.0
136,4,Animal_Land_Solid_Large,512.0,550.0,-74.68550252424475,42.559084960805336,179.0
136,4,Object_Sea_Pattern_Small,-2247.0,-2250.0,395.9444814145172,96.79595878645455,163.0
136,4,Object_Sea_Pattern_Small,38.0,50.0,-474.3725280181685,22.962679757641553,584.0
136,4,Animal_Land_Pattern_Small,-2780.0,-2750.0,341.5,-462.70000000000005,159.0
136,4,Animal_Land_Pattern_Small,-2481.0,-2450.0,185.0,-426.5999999999999,277.0
136,4,Animal_Land_Pattern_Small,-2048.0,-2050.0,33.200000000000045,-408.70000000000005,217.0
136,4,Animal_Land_Pattern_Small,-1661.0,-1650.0,-65.59999999999991,80.79999999999995,210.0
136,4,Animal_Land_Pattern_Small,-1418.0,-1450.0,-138.0,452.0,339.0
136,4,Object_Land_Solid_Small,-1853.0,-1850.0,-64.09999999999987,311.4000000000001,291.0
136,4,Object_Land_Solid_Small,635.0,650.0,-284.49999999999994,308.50000000000006,436.0
136,4,Animal_Sea_Pattern_Large,-2281.0,-2250.0,229.8634936134547,412.2647502562125,233.0
136,4,Animal_Sea_Pattern_Large,313.0,350.0,95.53759648597949,101.92402885326976,178.0
136,4,Animal_Sea_Pattern_Large,520.0,550.0,87.56748427090821,-19.071331848201652,144.0
136,5,Animal_Sea_Solid_Large,-1965.0,-1950.0,73.09999999999991,-28.00000000000001,102.0
