subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_relevant,fix_start,fix_end,fix_duration_bounded
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9711146.0,9711659.0,513.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Sea_Solid_Large,1,0,9711717.0,9712174.0,457.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9712193.0,9712858.0,665.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9712897.0,9713578.0,681.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9713783.0,9713987.0,204.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9714032.0,9716303.0,2271.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Land_Pattern_Small,3,1,9718089.0,9718383.0,294.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Small,4,0,9718694.0,9718983.0,289.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Sea_Solid_Large,1,0,9719924.0,9720173.0,249.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9720203.0,9720472.0,269.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9720501.0,9721524.0,1023.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Sea_Solid_Large,1,0,9721764.0,9722079.0,315.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9722109.0,9722274.0,165.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9722315.0,9726516.0,4201.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9726850.0,9727616.0,766.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Sea_Solid_Large,1,0,9727650.0,9728012.0,362.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9728040.0,9728292.0,252.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Land_Pattern_Small,3,1,9729858.0,9732005.0,2147.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9732942.0,9733466.0,524.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Small,4,0,9734089.0,9734253.0,164.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9735148.0,9735874.0,726.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9735935.0,9736299.0,364.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Sea_Solid_Large,1,0,9736319.0,9736545.0,226.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9736586.0,9737071.0,485.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9737138.0,9737423.0,285.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9737446.0,9737638.0,192.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9737664.0,9737952.0,288.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Sea_Solid_Large,1,0,9737973.0,9738183.0,210.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9738199.0,9743132.0,4933.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Sea_Solid_Large,1,0,9744182.0,9744697.0,515.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9744720.0,9745175.0,455.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9745213.0,9746132.0,919.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Sea_Solid_Large,1,0,9746192.0,9746402.0,210.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9746577.0,9747193.0,616.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9747217.0,9747723.0,506.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Sea_Pattern_Large,2,1,9747746.0,9749556.0,1810.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9751368.0,9752332.0,964.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Object_Land_Pattern_Small,3,1,9752394.0,9752710.0,316.0
149,choice,choice,1,1.0,Pattern,2.0,73.2519602909997,Animal_Land_Solid_Large,0,0,9752875.0,9753170.0,295.0
