game,original_item,item,onset,offset
1,PLUS,PLUS,4.3,5.1
1,2,2,5.1,5.5
1,PLUS,PLUS,15.5,16.2
1,2,2,16.2,16.5
1,PLUS,PLUS,21.4,21.8
1,8,8,21.8,22.0
1,MINUS,MINUS,27.0,27.4
1,2,2,27.4,27.9
1,MINUS,MINUS,36.7,37.4
1,6,6,40.4,40.6
1,PLUS,PLUS,47.1,47.5
1,2,2,47.5,47.8
2,PLUS,PLUS,2.8,3.7
2,2,2,3.7,3.9
2,MINUS,MINUS,9.7,10.9
2,7,7,10.9,11.2
2,PLUS,PLUS,17.2,18.0
2,2,2,18.0,18.2
2,MINUS,MINUS,25.2,25.8
2,2,2,25.8,26.7
2,MINUS,MINUS,30.5,31.5
2,9,9,31.5,32.7
2,PLUS,PLUS,37.0,37.4
2,9,9,37.4,37.7
3,MINUS,MINUS,2.3,3.4
3,2,2,8.4,8.8
3,MINUS,MINUS,15.5,16.4
3,2,2,16.4,17.1
3,MINUS,MINUS,25.2,26.4
3,2,2,29.2,29.4
3,PLUS,PLUS,33.5,33.8
3,7,7,33.8,34.5
3,PLUS,PLUS,40.3,41.1
3,3,3,42.2,42.6
3,PLUS,PLUS,47.5,48.3
3,5,5,50.9,51.0
4,MINUS,MINUS,1.3,2.7
4,7,7,2.7,2.9
4,PLUS,PLUS,12.4,13.3
4,3,3,13.3,13.5
4,MINUS,MINUS,18.4,20.4
4,4,4,20.4,20.5
4,PLUS,PLUS,25.7,26.4
4,3,3,26.4,27.1
4,PLUS,PLUS,31.6,31.9
4,7,7,31.9,32.5
4,PLUS,PLUS,40.3,40.7
4,2,2,40.7,41.3
5,PLUS,PLUS,2.8,3.3
5,7,7,3.3,3.8
5,MINUS,MINUS,8.8,9.7
5,7,7,9.7,10.7
5,MINUS,MINUS,13.7,14.6
5,2,2,14.6,14.8
5,MINUS,MINUS,25.6,26.4
5,7,7,26.4,26.7
5,PLUS,PLUS,30.4,31.1
5,9,9,31.1,31.3
5,MINUS,MINUS,37.9,38.6
5,4,4,38.6,39.2
6,PLUS,PLUS,3.4,4.4
6,2,2,4.4,4.7
6,PLUS,PLUS,9.2,10.1
6,5,5,10.1,10.3
6,PLUS,PLUS,14.1,14.9
6,3,3,14.9,15.1
6,MINUS,MINUS,17.6,18.3
6,9,9,18.3,18.5
6,MINUS,MINUS,20.5,21.2
6,9,9,21.2,21.7
6,PLUS,PLUS,24.9,25.4
6,3,3,28.9,29.3
7,PLUS,PLUS,4.9,5.9
7,6,6,5.9,6.3
7,+,+,10.5,11.2
7,9,9,11.2,11.4
7,PLUS,PLUS,22.3,23.1
7,3,3,23.1,23.7
7,MINUS,MINUS,34.3,34.9
7,7,7,34.9,35.4
7,PLUS,PLUS,41.8,42.0
7,2,2,42.0,42.4
7,PLUS,PLUS,47.6,47.9
7,2,2,49.6,49.9
