time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.25,0.11296359305886355,8,8,100,25,0.16666666666666666
-2925.0,0.25,0.058746307843780765,8,8,100,25,0.16666666666666666
-2900.0,0.4,0.1217916456970307,5,5,100,25,0.16666666666666666
-2875.0,0.5,0.3051702395964691,4,4,100,25,0.16666666666666666
-2850.0,0.4,0.2823803967327888,5,5,100,25,0.16666666666666666
-2825.0,0.3333333333333333,0.26077097505668934,3,3,100,25,0.16666666666666666
-2800.0,0.0,0.0,4,4,100,25,0.16666666666666666
-2775.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2750.0,0.3333333333333333,0.32808398950131235,3,3,100,25,0.16666666666666666
-2725.0,0.4,0.4503030303030303,5,5,100,25,0.16666666666666666
-2700.0,0.6666666666666666,0.6528998242530756,3,3,100,25,0.16666666666666666
-2675.0,0.6666666666666666,0.6528998242530756,3,3,100,25,0.16666666666666666
-2650.0,0.5,0.5551801801801802,3,2,100,25,0.16666666666666666
-2625.0,0.0,0.0,2,1,100,25,0.16666666666666666
-2600.0,0.0,0.0,2,1,100,25,0.16666666666666666
-2575.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2550.0,0.0,0.0,5,4,100,25,0.16666666666666666
-2525.0,0.0,0.0,5,3,100,25,0.16666666666666666
-2500.0,0.0,0.0,7,5,100,25,0.16666666666666666
-2475.0,0.0,0.0,7,5,100,25,0.16666666666666666
-2450.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2425.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2400.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2375.0,0.0,0.0,2,1,100,25,0.16666666666666666
-2350.0,0.0,0.0,2,1,100,25,0.16666666666666666
-2325.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2300.0,0.25,0.09772423025435073,6,4,100,25,0.16666666666666666
-2275.0,0.125,0.023292916400765796,11,8,100,25,0.16666666666666666
-2250.0,0.2222222222222222,0.032859399684044235,12,9,100,25,0.16666666666666666
-2225.0,0.3333333333333333,0.13191489361702127,11,9,100,25,0.16666666666666666
-2200.0,0.3,0.13230119634060522,11,10,100,25,0.16666666666666666
-2175.0,0.5,0.3006396588486141,7,6,100,25,0.16666666666666666
-2150.0,0.3333333333333333,0.26282051282051283,7,6,100,25,0.16666666666666666
-2125.0,0.4,0.45622775800711746,7,5,100,25,0.16666666666666666
-2100.0,0.5,0.7436974789915967,4,2,100,25,0.16666666666666666
-2075.0,0.5,0.7436974789915967,3,2,100,25,0.16666666666666666
-2050.0,1.0,1.0,2,1,100,25,0.16666666666666666
-2025.0,0.3333333333333333,0.17901234567901234,3,3,100,25,0.16666666666666666
-2000.0,0.3333333333333333,0.17901234567901234,3,3,100,25,0.16666666666666666
-1975.0,0.25,0.17261904761904762,4,4,100,25,0.16666666666666666
-1950.0,0.16666666666666666,0.06089238845144357,6,6,100,25,0.16666666666666666
-1925.0,0.16666666666666666,0.19661523145843704,7,6,100,25,0.16666666666666666
-1900.0,0.16666666666666666,0.19661523145843704,7,6,100,25,0.16666666666666666
-1875.0,0.14285714285714285,0.1686592655849701,8,7,100,25,0.16666666666666666
-1850.0,0.2,0.35617673579801623,7,5,100,25,0.16666666666666666
-1825.0,0.0,0.0,3,2,100,25,0.16666666666666666
-1800.0,0.25,0.47811993517017826,5,4,100,25,0.16666666666666666
-1775.0,0.25,0.4030054644808743,5,4,100,25,0.16666666666666666
-1750.0,0.4,0.483451536643026,5,5,100,25,0.16666666666666666
-1725.0,0.4,0.483451536643026,5,5,100,25,0.16666666666666666
-1700.0,0.5,0.5498466257668712,4,4,100,25,0.16666666666666666
-1675.0,1.0,1.0,2,2,100,25,0.16666666666666666
-1650.0,1.0,1.0,1,1,100,25,0.16666666666666666
-1625.0,0.5,0.598531211750306,2,2,100,25,0.16666666666666666
-1600.0,0.0,0.0,4,4,100,25,0.16666666666666666
-1575.0,0.0,0.0,6,5,100,25,0.16666666666666666
-1550.0,0.0,0.0,7,6,100,25,0.16666666666666666
-1525.0,0.0,0.0,7,6,100,25,0.16666666666666666
-1500.0,0.0,0.0,6,4,100,25,0.16666666666666666
-1475.0,0.0,0.0,4,3,100,25,0.16666666666666666
-1450.0,0.0,0.0,4,3,100,25,0.16666666666666666
-1425.0,0.0,0.0,3,2,100,25,0.16666666666666666
-1400.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1375.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1350.0,1.0,1.0,4,2,100,25,0.16666666666666666
-1325.0,1.0,1.0,4,2,100,25,0.16666666666666666
-1300.0,1.0,1.0,3,2,100,25,0.16666666666666666
-1275.0,0.6,0.7276810780460415,6,5,100,25,0.16666666666666666
-1250.0,0.4,0.5459427207637232,5,5,100,25,0.16666666666666666
-1225.0,0.2857142857142857,0.43969245555021624,7,7,100,25,0.16666666666666666
-1200.0,0.25,0.32116532116532115,8,8,100,25,0.16666666666666666
-1175.0,0.16666666666666666,0.19899341850561364,6,6,100,25,0.16666666666666666
-1150.0,0.0,0.0,4,4,100,25,0.16666666666666666
-1125.0,0.0,0.0,2,2,100,25,0.16666666666666666
-1100.0,0.3333333333333333,0.22435897435897437,3,3,100,25,0.16666666666666666
-1075.0,0.5,0.3723404255319149,2,2,100,25,0.16666666666666666
-1050.0,0.5,0.3723404255319149,2,2,100,25,0.16666666666666666
-1025.0,0.25,0.33524904214559387,4,4,100,25,0.16666666666666666
-1000.0,0.5,0.9313077939233818,5,4,100,25,0.16666666666666666
-975.0,0.3333333333333333,0.8303886925795053,7,6,100,25,0.16666666666666666
-950.0,0.375,0.7991111111111111,10,8,100,25,0.16666666666666666
-925.0,0.42857142857142855,0.8262867647058824,9,7,100,25,0.16666666666666666
