game,original_item,item,onset,offset
1,LION,Animal_Land_Solid_Large,9.6,10.6
1,BIRD,Animal_Land_Solid_Small,10.6,11.6
1,HAT,Object_Land_Pattern_Small,12.3,12.8
1,FLOATIES,Object_Sea_Pattern_Small,14.2,15.0
1,BOAT,Object_Sea_Pattern_Large,15.8,16.4
2,COUCH,Object_Land_Solid_Large,3.4,4.9
2,SNORKEL,Object_Sea_Solid_Small,4.9,6.2
2,CRAB,Animal_Sea_Solid_Small,6.2,7.3
2,ZEBRA,Animal_Land_Pattern_Large,7.9,8.6
2,HOUSE,Object_Land_Pattern_Large,9.7,10.2
3,WELL,Animal_Sea_Pattern_Large,2.4,3.9
3,SUBMARINE,Object_Sea_Solid_Large,4.3,5.2
3,LADYBUG,Animal_Land_Pattern_Small,6.3,7.4
3,BOWTIE,Object_Land_Solid_Small,8.8,10.1
3,BIRD,Animal_Land_Solid_Small,12.6,13.4
3,BOAT,Object_Sea_Pattern_Large,13.4,14.1
4,LION,Animal_Land_Solid_Large,3.1,4.3
4,SEAL,Animal_Sea_Solid_Large,8.8,9.1
4,BIRD,Animal_Land_Solid_Small,10.6,11.3
4,BOAT,Object_Sea_Pattern_Large,11.3,11.9
4,FLOATY,Object_Sea_Pattern_Small,12.8,13.5
4,HAT,Object_Land_Pattern_Small,13.5,14.1
5,HOUSE,Object_Land_Pattern_Large,5.6,6.6
5,CRAB,Animal_Sea_Solid_Small,7.9,8.7
5,SNORKEL,Object_Sea_Solid_Small,10.5,11.6
5,ZEBRA,Animal_Land_Pattern_Large,18.4,19.5
6,SUBMARINE,Object_Sea_Solid_Large,2.4,3.7
6,LADYBUG,Animal_Land_Pattern_Small,5.5,6.3
6,BOWTIE,Object_Land_Solid_Small,9.9,10.8
6,BIRD,Animal_Land_Solid_Small,12.1,12.6
6,BOAT,Object_Sea_Pattern_Large,13.3,13.8
6,WELL,Animal_Sea_Pattern_Large,15.6,16.0
7,LION,Animal_Land_Solid_Large,2.0,3.0
7,FLOATIES,Object_Sea_Pattern_Small,6.2,7.1
7,BIRD,Animal_Land_Solid_Small,9.4,10.0
7,COUCH,Object_Land_Solid_Large,18.8,19.5
