phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,15.55464016715996,16.82481620903127,1,1,Object_Sea_Pattern_Large,-3,,,,,,,,,,,
encoding,image,16.824953709030524,17.846512792166322,1,1,Object_Sea_Pattern_Large,-3,,,,,,,,,,,
encoding,value,17.846618000185117,23.86593733401969,1,1,Object_Sea_Pattern_Large,-3,,,,,,,,,,,
encoding,attention,23.86610725009814,26.88392766704783,1,1,Object_Sea_Pattern_Large,-3,-3,1,1.4580616250168532,,,,,,,,
encoding,fixation,26.884145667077973,28.38931275019422,2,1,Animal_Land_Pattern_Small,-5,,,,,,,,,,,
encoding,image,28.389428000198677,29.40061354218051,2,1,Animal_Land_Pattern_Small,-5,,,,,,,,,,,
encoding,value,29.400734959170222,35.41257541719824,2,1,Animal_Land_Pattern_Small,-5,,,,,,,,,,,
encoding,attention,35.412682875059545,38.43080883403309,2,1,Animal_Land_Pattern_Small,-5,-5,1,1.1772619169205427,,,,,,,,
encoding,fixation,38.43097412516363,39.93606445915066,3,1,Object_Land_Solid_Large,-9,,,,,,,,,,,
encoding,image,39.936169375199825,40.945618625031784,3,1,Object_Land_Solid_Large,-9,,,,,,,,,,,
encoding,value,40.9457431670744,46.956040624994785,3,1,Object_Land_Solid_Large,-9,,,,,,,,,,,
encoding,attention,46.956211500102654,49.975283125182614,3,1,Object_Land_Solid_Large,-9,-9,1,1.3792659998871386,,,,,,,,
encoding,fixation,49.9754468339961,50.73333533410914,4,1,Object_Land_Pattern_Small,9,,,,,,,,,,,
encoding,image,50.7334508751519,51.7449067090638,4,1,Object_Land_Pattern_Small,9,,,,,,,,,,,
encoding,value,51.74502554209903,57.75649670907296,4,1,Object_Land_Pattern_Small,9,,,,,,,,,,,
encoding,attention,57.75661762501113,60.77428425010294,4,1,Object_Land_Pattern_Small,9,+9,1,0.9287749580107629,,,,,,,,
encoding,fixation,60.77447570906952,62.029683750122786,5,1,Animal_Sea_Solid_Small,1,,,,,,,,,,,
encoding,image,62.029794625006616,63.041016375180334,5,1,Animal_Sea_Solid_Small,1,,,,,,,,,,,
encoding,value,63.04116383404471,69.05259250011295,5,1,Animal_Sea_Solid_Small,1,,,,,,,,,,,
encoding,attention,69.05272475001402,72.13536029215902,5,1,Animal_Sea_Solid_Small,1,+1,1,1.1543007500004023,,,,,,,,
encoding,fixation,72.13552150013857,72.89132225001231,6,1,Animal_Sea_Solid_Large,3,,,,,,,,,,,
encoding,image,72.8914285840001,73.90254291705787,6,1,Animal_Sea_Solid_Large,3,,,,,,,,,,,
encoding,value,73.90266691707075,79.9159488750156,6,1,Animal_Sea_Solid_Large,3,,,,,,,,,,,
