game,original_item,item,onset,offset
1,PLUS,PLUS,1.9,2.5
1,3,3,2.5,2.7
1,MINUS,MINUS,8.7,9.6
1,3,3,9.6,9.7
1,PLUS,PLUS,13.5,13.6
1,9,9,13.6,14.0
1,MINUS,MINUS,18.7,19.2
1,3,3,19.2,19.4
1,PLUS,PLUS,22.3,22.5
1,1,1,22.5,22.8
1,MINUS,MINUS,28.7,29.3
1,9,9,29.3,29.6
2,MINUS,MINUS,1.7,3.2
2,9,9,1.7,3.2
2,PLUS,PLUS,7.6,8.3
2,6,6,8.3,8.5
2,MINUS,MINUS,13.3,14.1
2,3,3,14.1,14.4
2,MINUS,MINUS,20.4,20.9
2,2,2,20.9,21.7
2,PLUS,PLUS,26.0,26.3
2,1,1,26.3,26.5
2,PLUS,PLUS,29.8,30.1
2,3,3,30.1,30.5
3,+,+,3.5,4.2
3,9,9,4.2,4.3
3,PLUS,PLUS,8.6,9.1
3,1,1,9.1,9.3
3,MINUS,MINUS,12.7,13.5
3,9,9,13.5,13.5
3,-,-,17.3,18.0
3,9,9,18.0,18.1
3,PLUS,PLUS,21.0,21.3
3,6,6,24.4,24.7
3,-,-,28.1,28.7
3,9,9,28.7,28.8
4,+,+,2.6,3.2
4,1,1,3.2,3.5
4,PLUS,PLUS,8.3,8.9
4,6,6,8.9,9.1
4,MINUS,MINUS,11.5,12.1
4,2,2,12.1,12.2
4,MINUS,MINUS,17.0,17.3
4,2,2,17.3,17.6
4,MINUS,MINUS,20.5,21.2
4,4,4,21.2,21.2
4,PLUS,PLUS,25.5,25.7
4,6,6,25.7,26.1
5,PLUS,PLUS,1.5,2.0
5,7,7,2.0,2.4
5,PLUS,PLUS,6.6,7.1
5,1,1,7.1,7.3
5,MINUS,MINUS,10.2,10.9
5,9,9,10.9,11.1
5,PLUS,PLUS,16.2,16.7
5,7,7,16.7,17.0
5,PLUS,PLUS,19.4,19.6
5,3,3,19.6,20.1
5,MINUS,MINUS,24.1,24.4
5,7,7,24.4,24.8
6,MINUS,MINUS,2.2,3.3
6,3,3,4.1,4.6
6,MINUS,MINUS,7.9,8.5
6,2,2,8.5,8.7
6,MINUS,MINUS,13.7,14.0
6,5,5,14.0,14.3
6,MINUS,MINUS,17.9,18.3
6,2,2,18.3,18.7
6,PLUS,PLUS,21.7,21.9
6,9,9,21.9,22.2
6,PLUS,PLUS,24.6,25.2
6,5,5,25.2,25.5
7,MINUS,MINUS,1.9,2.7
7,5,5,2.7,2.9
7,MINUS,MINUS,6.7,7.4
7,2,2,7.4,7.6
7,+,+,13.1,13.6
7,5,5,13.6,13.8
7,PLUS,PLUS,20.2,20.5
7,5,5,23.4,23.7
7,PLUS,PLUS,26.2,27.5
7,1,1,27.5,27.8
7,MINUS,MINUS,30.0,30.9
7,7,7,30.9,31.2
