subject,game,recalled_item,time_rel,bin_center,x_rot,y_rot,duration
126,1,Animal_Sea_Solid_Large,-2990.0,-2950.0,-40.22931679287311,-285.9207793609598,276.0
126,1,Animal_Sea_Solid_Large,-2564.0,-2550.0,-7.8355530803360125,-187.4284239594552,190.0
126,1,Animal_Sea_Solid_Large,-2347.0,-2350.0,-262.9610913568212,-71.33802935622467,318.0
126,1,Animal_Sea_Solid_Large,-2006.0,-2050.0,-357.2790035396247,-215.97461339178946,354.0
126,1,Animal_Sea_Solid_Large,-1504.0,-1550.0,7.693561488171383,-315.5256393886678,296.0
126,1,Animal_Sea_Solid_Large,-1185.0,-1150.0,-248.04903314732664,-155.56647182049352,674.0
126,1,Animal_Sea_Solid_Large,-330.0,-350.0,-245.38520777580993,15.019647293548331,353.0
126,1,Animal_Sea_Solid_Large,47.0,50.0,-290.7526599954406,231.19837954790188,420.0
126,1,Animal_Sea_Solid_Large,670.0,650.0,-268.2700752054436,17.857400406151868,216.0
126,1,Object_Land_Pattern_Small,-2630.0,-2650.0,-109.6852077758098,220.01964729354842,353.0
126,1,Object_Land_Pattern_Small,-1393.0,-1350.0,-231.4632728842748,108.6938512782563,340.0
126,1,Object_Land_Pattern_Small,-1018.0,-1050.0,60.34515847710591,359.72088047314264,521.0
126,1,Object_Land_Pattern_Small,-264.0,-250.0,-214.4093056899848,77.83218892937944,693.0
126,1,Object_Land_Pattern_Small,641.0,650.0,-232.07685902179836,138.03108891324564,1041.0
126,1,Object_Sea_Pattern_Large,-2764.0,-2750.0,174.60930568998486,146.76781107062052,693.0
126,1,Object_Sea_Pattern_Large,-799.0,-750.0,141.56533479473217,174.80164754502567,875.0
126,1,Object_Sea_Pattern_Large,92.0,50.0,162.09412256352726,91.0447441116742,153.0
126,1,Object_Sea_Pattern_Large,418.0,450.0,85.8613170443507,96.68383647440507,209.0
126,1,Animal_Sea_Solid_Small,-2165.0,-2150.0,215.0,74.89999999999998,493.0
126,1,Animal_Sea_Solid_Small,-1650.0,-1650.0,356.4000000000001,177.70000000000005,307.0
126,1,Animal_Sea_Solid_Small,-1328.0,-1350.0,438.0999999999999,143.20000000000005,265.0
126,1,Animal_Sea_Solid_Small,-1039.0,-1050.0,219.69999999999982,159.20000000000005,98.0
126,1,Animal_Sea_Solid_Small,-736.0,-750.0,204.19999999999982,126.79999999999995,176.0
126,1,Animal_Sea_Solid_Small,-535.0,-550.0,412.3000000000002,-101.5,128.0
126,1,Animal_Sea_Solid_Small,-74.0,-50.0,140.69999999999982,214.4000000000001,1513.0
126,2,Animal_Land_Solid_Large,-2533.0,-2550.0,-53.200000000000045,-47.0,415.0
126,2,Animal_Land_Solid_Large,-1646.0,-1650.0,0.0,-173.4000000000001,599.0
126,2,Animal_Land_Solid_Large,-888.0,-850.0,23.90000000000009,-269.29999999999995,322.0
126,2,Animal_Sea_Solid_Large,-2788.0,-2750.0,-221.27064123914923,-155.34800715044815,322.0
126,2,Animal_Sea_Solid_Large,-563.0,-550.0,-5.64668640513473,176.18034774810187,762.0
126,2,Animal_Sea_Solid_Large,722.0,750.0,53.49781847254606,-75.46093968854676,191.0
126,2,Object_Land_Pattern_Small,-984.0,-950.0,42.63489948091126,-233.15418792346958,263.0
126,2,Object_Land_Pattern_Small,-695.0,-650.0,35.21198914858921,77.58895424092032,881.0
126,2,Object_Land_Pattern_Small,375.0,350.0,-85.9422357845082,-83.05631889483199,937.0
126,2,Animal_Sea_Pattern_Small,-2984.0,-2950.0,-223.23489948091128,79.65418792346958,263.0
126,2,Animal_Sea_Pattern_Small,-2695.0,-2650.0,49.588010851410765,-69.28895424092039,881.0
126,2,Animal_Sea_Pattern_Small,-665.0,-650.0,-194.28029719201032,139.90334564614318,404.0
126,2,Animal_Sea_Pattern_Small,-96.0,-50.0,109.41432234431747,119.28883462392366,471.0
126,2,Animal_Sea_Pattern_Small,395.0,350.0,-17.160203481753037,123.92234429861648,199.0
126,2,Object_Sea_Pattern_Small,-2981.0,-2950.0,116.30328154358759,305.2431927204815,206.0
126,2,Object_Sea_Pattern_Small,-2607.0,-2650.0,339.18053642600364,246.07792202830444,249.0
126,2,Object_Sea_Pattern_Small,-1820.0,-1850.0,127.99879887168345,363.50042295354547,1199.0
126,2,Object_Sea_Pattern_Small,169.0,150.0,110.74917622748728,272.42320012240714,585.0
126,3,Object_Land_Solid_Small,-1782.0,-1750.0,-9.799999999999955,-286.79999999999995,391.0
126,3,Object_Land_Solid_Small,-1349.0,-1350.0,22.40000000000009,188.29999999999995,249.0
126,3,Object_Land_Solid_Small,-929.0,-950.0,8.799999999999955,115.79999999999995,518.0
126,3,Object_Land_Solid_Small,-377.0,-350.0,-18.90000000000009,-172.29999999999995,449.0
126,3,Object_Land_Solid_Small,217.0,250.0,37.0,267.79999999999995,223.0
126,3,Object_Land_Solid_Small,479.0,450.0,-323.70000000000005,156.89999999999998,1709.0
126,3,Animal_Sea_Solid_Large,-2949.0,-2950.0,174.2725835326098,74.75103095522849,249.0
126,3,Animal_Sea_Solid_Large,-2529.0,-2550.0,104.68574175823792,50.27897644669697,518.0
126,3,Animal_Sea_Solid_Large,-1977.0,-1950.0,-158.6661770720588,-69.78211986847403,449.0
126,3,Object_Land_Pattern_Small,-2992.0,-2950.0,177.22481561615493,-166.63761499079334,376.0
126,3,Object_Land_Pattern_Small,-2594.0,-2550.0,250.3426451915895,36.406180773021504,164.0
126,3,Object_Land_Pattern_Small,-2242.0,-2250.0,87.32687752661205,-232.74541125756298,329.0
126,3,Object_Land_Pattern_Small,-1894.0,-1850.0,-13.844007904880499,-306.7785250716379,230.0
126,3,Object_Land_Pattern_Small,-1640.0,-1650.0,-13.561492175788644,-173.6891934749136,668.0
