game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Sea_Solid_Large,36000,37500,1500,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Animal_Sea_Solid_Large,36000,37500,1500,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Animal_Land_Solid_Small,38300,38900,600,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Animal_Land_Solid_Small,38300,38900,600,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Object_Land_Solid_Small,39700,41000,1300,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Object_Land_Solid_Small,39700,41000,1300,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Object_Land_Pattern_Large,43900,45000,1100,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Object_Land_Pattern_Large,43900,45000,1100,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Animal_Land_Pattern_Large,6600,7600,1000,pre_recall,4,1,0,1,2,1,0.0,1.0,1780.0,324.0,0.0,324.0,1339.0,117.0,0.0,1.0
2,Animal_Land_Pattern_Large,6600,7600,1000,during_recall,1,1,0,1,0,0,0.0,1.0,293.0,293.0,0.0,293.0,0.0,0.0,0.0,1.0
2,Animal_Land_Solid_Small,9400,10000,600,pre_recall,2,2,2,0,0,0,1.0,0.0,530.0,530.0,530.0,0.0,0.0,0.0,1.0,0.0
2,Animal_Land_Solid_Small,9400,10000,600,during_recall,2,1,0,1,1,0,0.0,1.0,441.0,224.0,0.0,224.0,217.0,0.0,0.0,1.0
2,Object_Sea_Pattern_Large,13200,13700,500,pre_recall,5,3,3,0,0,2,1.0,0.0,1605.0,1452.0,1452.0,0.0,0.0,153.0,1.0,0.0
2,Object_Sea_Pattern_Large,13200,13700,500,during_recall,1,0,0,0,1,0,0.0,0.0,590.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0
3,Animal_Land_Solid_Large,2900,3900,1000,pre_recall,5,3,2,1,1,1,0.6666666666666666,0.3333333333333333,2333.0,1102.0,965.0,137.0,850.0,381.0,0.8756805807622504,0.12431941923774954
3,Animal_Land_Solid_Large,2900,3900,1000,during_recall,1,1,1,0,0,0,1.0,0.0,89.0,89.0,89.0,0.0,0.0,0.0,1.0,0.0
3,Animal_Sea_Pattern_Small,3900,5000,1100,pre_recall,3,2,0,2,0,1,0.0,1.0,1346.0,965.0,0.0,965.0,0.0,381.0,0.0,1.0
3,Animal_Sea_Pattern_Small,3900,5000,1100,during_recall,1,0,0,0,0,1,0.0,0.0,156.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0
3,Animal_Sea_Solid_Large,5600,6300,700,pre_recall,1,1,0,1,0,0,0.0,1.0,523.0,523.0,0.0,523.0,0.0,0.0,0.0,1.0
3,Animal_Sea_Solid_Large,5600,6300,700,during_recall,3,2,0,2,1,0,0.0,1.0,423.0,274.0,0.0,274.0,149.0,0.0,0.0,1.0
3,Object_Sea_Pattern_Small,7500,8400,900,pre_recall,4,3,0,3,0,1,0.0,1.0,1725.0,1697.0,0.0,1697.0,0.0,28.0,0.0,1.0
3,Object_Sea_Pattern_Small,7500,8400,900,during_recall,1,0,0,0,1,0,0.0,0.0,168.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0
3,Object_Land_Solid_Large,8400,9600,1200,pre_recall,3,2,1,1,0,1,0.5,0.5,1202.0,1174.0,835.0,339.0,0.0,28.0,0.7112436115843271,0.2887563884156729
