subject,game,recalled_item,time_rel,bin_center,x_rot,y_rot,duration
135,2,Animal_Land_Pattern_Large,-1725.0,-1750.0,186.05034034617623,50.951357754940794,324.0
135,2,Animal_Land_Pattern_Large,596.0,550.0,-47.29228634059952,-98.08735725198605,293.0
135,2,Animal_Land_Solid_Small,-1681.0,-1650.0,85.86104575907976,318.31569364572204,142.0
135,2,Animal_Land_Solid_Small,-347.0,-350.0,17.003935143012455,239.2516795963035,388.0
135,2,Animal_Land_Solid_Small,60.0,50.0,55.06525218736297,59.775814520105946,224.0
135,2,Object_Sea_Pattern_Large,-2615.0,-2650.0,67.90000000000013,366.0999999999999,453.0
135,2,Object_Sea_Pattern_Large,-1393.0,-1350.0,126.70000000000007,272.0999999999999,177.0
135,2,Object_Sea_Pattern_Large,-740.0,-750.0,124.00000000000003,224.09999999999988,822.0
135,3,Animal_Land_Solid_Large,-2627.0,-2650.0,116.90279811725097,13.681585886045944,137.0
135,3,Animal_Land_Solid_Large,-1452.0,-1450.0,-167.9570365968118,373.28987912561615,191.0
135,3,Animal_Land_Solid_Large,-501.0,-550.0,-135.74443085842566,239.68374890868623,774.0
135,3,Animal_Land_Solid_Large,489.0,450.0,-69.49733504620954,189.42708470932797,89.0
135,3,Animal_Sea_Pattern_Small,-2452.0,-2450.0,239.29999999999998,332.09999999999985,191.0
135,3,Animal_Sea_Pattern_Small,-1501.0,-1550.0,139.70000000000007,237.40000000000006,774.0
135,3,Animal_Sea_Solid_Large,-461.0,-450.0,-138.44240595759618,-12.610718959367304,523.0
135,3,Animal_Sea_Solid_Large,79.0,50.0,13.882893084895464,-95.44587617908564,180.0
135,3,Animal_Sea_Solid_Large,639.0,650.0,-93.60856948319112,-8.665201631271657,94.0
135,3,Object_Sea_Pattern_Small,-2361.0,-2350.0,138.44240595759618,12.610718959367262,523.0
135,3,Object_Sea_Pattern_Small,-675.0,-650.0,102.2739412875508,101.65633739964588,339.0
135,3,Object_Sea_Pattern_Small,-310.0,-350.0,-75.78677271346653,-55.533459118601286,835.0
135,3,Object_Land_Solid_Large,-1575.0,-1550.0,36.90000000000009,-139.4000000000001,339.0
135,3,Object_Land_Solid_Large,-1210.0,-1250.0,-10.200000000000045,93.39999999999998,835.0
135,3,Object_Land_Solid_Large,5.0,50.0,151.0,-64.09999999999991,364.0
135,3,Object_Land_Solid_Large,597.0,550.0,-18.700000000000045,85.20000000000005,462.0
135,4,Animal_Land_Solid_Large,-2332.0,-2350.0,-72.24836600143806,139.86215932167732,25.0
135,4,Animal_Land_Solid_Large,-2298.0,-2250.0,-5.823959792364526,112.71260573838643,105.0
135,4,Animal_Land_Solid_Large,-911.0,-950.0,-115.77211861108667,312.67680846570704,550.0
135,4,Animal_Land_Solid_Large,-327.0,-350.0,-22.76056233274293,83.57754963085077,185.0
135,4,Animal_Land_Solid_Large,344.0,350.0,-191.62788997702688,163.29075841257037,605.0
135,4,Animal_Sea_Pattern_Small,-1911.0,-1950.0,212.90000000000012,256.5999999999999,550.0
135,4,Animal_Sea_Pattern_Small,-1327.0,-1350.0,61.00000000000001,61.49999999999999,185.0
135,4,Object_Sea_Solid_Small,-742.0,-750.0,115.60369095066903,-27.368533730950713,281.0
135,4,Object_Sea_Solid_Small,-449.0,-450.0,74.30023923399347,-16.108210632201036,237.0
135,4,Object_Sea_Solid_Small,300.0,350.0,88.52304845413265,-86.67358243656068,45.0
135,4,Object_Land_Pattern_Large,-2775.0,-2750.0,-330.79999999999995,14.400000000000091,679.0
135,4,Object_Land_Pattern_Large,-2072.0,-2050.0,-50.90000000000009,89.89999999999998,122.0
135,4,Object_Land_Pattern_Large,-1759.0,-1750.0,-27.09999999999991,-167.4000000000001,30.0
135,4,Object_Land_Pattern_Large,-1719.0,-1750.0,-41.59999999999991,-85.90000000000009,312.0
135,4,Object_Land_Pattern_Large,-1155.0,-1150.0,-10.599999999999909,111.39999999999998,199.0
135,4,Animal_Land_Pattern_Small,-2877.0,-2850.0,87.15767664977294,-18.961524227066334,219.0
135,4,Animal_Land_Pattern_Small,-2329.0,-2350.0,99.34714636830762,107.12569490310915,452.0
135,4,Animal_Land_Pattern_Small,337.0,350.0,78.06603895024837,292.9856541925187,27.0
135,4,Animal_Land_Pattern_Small,382.0,350.0,7.10291773424764,248.89738560230094,499.0
135,5,Object_Sea_Pattern_Large,-2387.0,-2350.0,442.5999999999999,193.99999999999994,263.0
135,5,Object_Sea_Pattern_Large,-2082.0,-2050.0,74.4000000000001,143.0999999999999,345.0
135,5,Object_Sea_Pattern_Large,-1490.0,-1450.0,120.3,327.5999999999999,673.0
135,5,Object_Sea_Pattern_Large,-782.0,-750.0,-16.299999999999944,82.90000000000009,201.0
135,5,Object_Sea_Pattern_Large,82.0,50.0,388.70000000000005,-70.40000000000002,68.0
135,5,Object_Sea_Solid_Large,-2787.0,-2750.0,-389.30892833418113,286.3028437149924,263.0
135,5,Object_Sea_Solid_Large,-2482.0,-2450.0,-161.12823528155315,-7.117709958437658,345.0
135,5,Object_Sea_Solid_Large,-1890.0,-1850.0,-343.859922279782,-59.61714392473206,673.0
135,5,Object_Sea_Solid_Large,-1182.0,-1150.0,-63.64350597373006,-55.56621408168636,201.0
135,5,Object_Sea_Solid_Large,285.0,250.0,42.49472560686043,77.99697619521945,976.0
135,5,Animal_Sea_Solid_Small,-861.0,-850.0,-26.59999999999991,95.0,34.0
135,5,Animal_Sea_Solid_Small,-800.0,-750.0,-44.90000000000009,193.0,648.0
135,5,Animal_Sea_Solid_Small,-131.0,-150.0,78.29999999999995,157.0,234.0
135,5,Object_Land_Pattern_Small,-2161.0,-2150.0,-95.57241335952162,24.46372425933402,34.0
135,5,Object_Land_Pattern_Small,-2100.0,-2050.0,-189.5929029303967,57.61545937007865,648.0
135,5,Object_Land_Pattern_Small,-1431.0,-1450.0,-96.81598839415688,146.3097891163215,234.0
135,5,Object_Land_Pattern_Small,-300.0,-250.0,253.00879021237057,-33.375920590638884,477.0
135,5,Object_Land_Pattern_Small,218.0,250.0,-9.999332854111458,-337.5193525451135,270.0
135,5,Animal_Land_Solid_Small,-2800.0,-2750.0,-253.0087902123705,33.37592059063897,477.0
135,5,Animal_Land_Solid_Small,-1443.0,-1450.0,-0.029505470774779496,386.14889502551637,329.0
135,5,Animal_Land_Solid_Small,-1081.0,-1050.0,-153.50834379566146,186.31574916016348,65.0
