phase,event,trial_number,eyetracker_onset,eyetracker_offset,fix_start,fix_end,fix_duration_full,fix_duration_bounded,fix_x,fix_y,roi_x,roi_y,roi_content,onset,offset,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,Unnamed: 18
encoding,fixation,1,10269082,10269847,10269163.0,10269411.0,249.0,249.0,1750.3,1108.6,1591.0,891.0,Animal_Land_Solid_Small,23.520758583996212,24.28568850000738,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,fixation,1,10269082,10269847,10269423.0,10270157.0,735.0,424.0,1849.7,1092.8,1591.0,891.0,Animal_Land_Solid_Small,23.520758583996212,24.28568850000738,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,image,1,10269847,10270867,10270196.0,10271227.0,1032.0,671.0,1541.6,931.4000000000001,1591.0,1269.0,Animal_Sea_Solid_Large,24.2858399169927,25.305787999997847,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,1,10270867,10276884,10271243.0,10271721.0,479.0,479.0,1538.0,842.8,1591.0,1269.0,Animal_Sea_Solid_Large,25.305934917007107,31.322343917010585,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,1,10270867,10276884,10271740.0,10272741.0,1002.0,1002.0,1536.7,935.4000000000001,1591.0,1269.0,Animal_Sea_Solid_Large,25.305934917007107,31.322343917010585,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,1,10270867,10276884,10272758.0,10272999.0,242.0,242.0,1544.9,828.8,1591.0,1269.0,Animal_Sea_Solid_Large,25.305934917007107,31.322343917010585,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,1,10270867,10276884,10273038.0,10273413.0,376.0,376.0,1879.9,1098.1,1920.0,1080.0,fixation,25.305934917007107,31.322343917010585,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,1,10270867,10276884,10273461.0,10274104.0,644.0,644.0,1551.4,902.3,1591.0,1269.0,Animal_Sea_Solid_Large,25.305934917007107,31.322343917010585,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,1,10270867,10276884,10274290.0,10274449.0,160.0,160.0,1553.6,926.0999999999999,1591.0,1269.0,Animal_Sea_Solid_Large,25.305934917007107,31.322343917010585,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,1,10270867,10276884,10274667.0,10275099.0,433.0,433.0,1538.0,906.2,1591.0,1269.0,Animal_Sea_Solid_Large,25.305934917007107,31.322343917010585,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,1,10270867,10276884,10275321.0,10275616.0,296.0,296.0,1550.2,908.9000000000001,1591.0,1269.0,Animal_Sea_Solid_Large,25.305934917007107,31.322343917010585,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,1,10270867,10276884,10275855.0,10276753.0,899.0,899.0,1555.5,962.5999999999999,1591.0,1269.0,Animal_Sea_Solid_Large,25.305934917007107,31.322343917010585,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,1,10270867,10276884,10276797.0,10277052.0,256.0,87.0,1893.7,1127.6,1920.0,1080.0,fixation,25.305934917007107,31.322343917010585,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,attention,1,10276884,10279905,10277094.0,10277277.0,184.0,184.0,1570.0,825.0999999999999,1591.0,1269.0,Animal_Sea_Solid_Large,31.322469250008,34.342830084002344,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,1.832426334003685,,,,,,,,
encoding,attention,1,10276884,10279905,10277286.0,10277693.0,408.0,408.0,1525.4,813.2,1591.0,1269.0,Animal_Sea_Solid_Large,31.322469250008,34.342830084002344,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,1.832426334003685,,,,,,,,
encoding,attention,1,10276884,10279905,10277703.0,10277871.0,169.0,169.0,1590.7,809.7,1591.0,1269.0,Animal_Sea_Solid_Large,31.322469250008,34.342830084002344,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,1.832426334003685,,,,,,,,
encoding,attention,1,10276884,10279905,10278079.0,10278509.0,431.0,431.0,1596.0,853.2,1591.0,1269.0,Animal_Sea_Solid_Large,31.322469250008,34.342830084002344,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,1.832426334003685,,,,,,,,
encoding,attention,1,10276884,10279905,10278519.0,10279191.0,673.0,673.0,1597.1,809.5,1591.0,1269.0,Animal_Sea_Solid_Large,31.322469250008,34.342830084002344,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,1.832426334003685,,,,,,,,
encoding,fixation,2,10279905,10280411,10280137.0,10280378.0,242.0,242.0,1866.8,1087.2,1920.0,1080.0,fixation,34.343004209018545,34.84872291699867,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,fixation,2,10279905,10280411,10280385.0,10280688.0,304.0,26.0,1897.4,1098.3,1920.0,1080.0,fixation,34.343004209018545,34.84872291699867,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,image,2,10280411,10281422,10280725.0,10280947.0,223.0,223.0,2144.8,945.5,2249.0,1269.0,Animal_Sea_Pattern_Large,34.84882949999883,35.859937417000765,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,image,2,10280411,10281422,10280957.0,10281806.0,850.0,465.0,2188.3,927.0999999999999,2249.0,1269.0,Animal_Sea_Pattern_Large,34.84882949999883,35.859937417000765,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10282007.0,10282040.0,34.0,34.0,2214.1,999.5,2249.0,1269.0,Animal_Sea_Pattern_Large,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10282051.0,10282218.0,168.0,168.0,2205.2,947.5,2249.0,1269.0,Animal_Sea_Pattern_Large,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10282240.0,10283577.0,1338.0,1338.0,2201.4,912.0,2249.0,1269.0,Animal_Sea_Pattern_Large,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10283586.0,10283991.0,406.0,406.0,2206.3,884.8,2249.0,1269.0,Animal_Sea_Pattern_Large,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10284008.0,10284661.0,654.0,654.0,2211.0,811.3,2249.0,1269.0,Animal_Sea_Pattern_Large,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10284866.0,10284898.0,33.0,33.0,1995.6,1093.0,2249.0,891.0,Object_Sea_Pattern_Small,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10284907.0,10284993.0,87.0,87.0,1985.7,1036.0,2249.0,1269.0,Animal_Sea_Pattern_Large,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10285008.0,10285301.0,294.0,294.0,1911.0,1097.2,1920.0,1080.0,fixation,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10285343.0,10285924.0,582.0,582.0,2229.5,826.5,2249.0,1269.0,Animal_Sea_Pattern_Large,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10285933.0,10286252.0,320.0,320.0,2183.6,824.8,2249.0,1269.0,Animal_Sea_Pattern_Large,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,value,2,10281422,10287435,10286260.0,10287476.0,1217.0,1175.0,2220.4,808.0999999999999,2249.0,1269.0,Animal_Sea_Pattern_Large,35.860054292017594,41.87218412500806,1.0,Animal_Sea_Pattern_Large,-1.0,,,,,,,,,,,
encoding,attention,2,10287435,10290452,10287496.0,10287848.0,353.0,353.0,2187.2,893.0,2249.0,1269.0,Animal_Sea_Pattern_Large,41.872324958996614,44.889280292001786,1.0,Animal_Sea_Pattern_Large,-1.0,-1.0,1.0,2.000630791997537,,,,,,,,
encoding,attention,2,10287435,10290452,10287863.0,10288574.0,712.0,712.0,2193.8,820.8,2249.0,1269.0,Animal_Sea_Pattern_Large,41.872324958996614,44.889280292001786,1.0,Animal_Sea_Pattern_Large,-1.0,-1.0,1.0,2.000630791997537,,,,,,,,
encoding,attention,2,10287435,10290452,10288585.0,10289749.0,1165.0,1165.0,2240.9,818.5999999999999,2249.0,1269.0,Animal_Sea_Pattern_Large,41.872324958996614,44.889280292001786,1.0,Animal_Sea_Pattern_Large,-1.0,-1.0,1.0,2.000630791997537,,,,,,,,
encoding,attention,2,10287435,10290452,10289784.0,10289923.0,140.0,140.0,1951.0,1045.3,1920.0,1080.0,fixation,41.872324958996614,44.889280292001786,1.0,Animal_Sea_Pattern_Large,-1.0,-1.0,1.0,2.000630791997537,,,,,,,,
encoding,fixation,3,10290452,10291207,,,,,,,,,none,44.889470791997155,45.64433275000192,1.0,Animal_Land_Solid_Small,4.0,,,,,,,,,,,
encoding,image,3,10291207,10292218,10291937.0,10292218.0,282.0,282.0,1562.4,1277.7,1591.0,891.0,Animal_Land_Solid_Small,45.64445424999576,46.655209334014216,1.0,Animal_Land_Solid_Small,4.0,,,,,,,,,,,
encoding,value,3,10292218,10298229,10292226.0,10292366.0,141.0,141.0,1584.8,1305.0,1591.0,891.0,Animal_Land_Solid_Small,46.65536500001326,52.66635345900431,1.0,Animal_Land_Solid_Small,4.0,,,,,,,,,,,
encoding,value,3,10292218,10298229,10292726.0,10292867.0,142.0,142.0,1580.7,1257.2,1591.0,891.0,Animal_Land_Solid_Small,46.65536500001326,52.66635345900431,1.0,Animal_Land_Solid_Small,4.0,,,,,,,,,,,
encoding,value,3,10292218,10298229,10293090.0,10293269.0,180.0,180.0,1555.7,1256.3,1591.0,891.0,Animal_Land_Solid_Small,46.65536500001326,52.66635345900431,1.0,Animal_Land_Solid_Small,4.0,,,,,,,,,,,
encoding,value,3,10292218,10298229,10293279.0,10294404.0,1126.0,1126.0,1574.9,1196.6,1591.0,891.0,Animal_Land_Solid_Small,46.65536500001326,52.66635345900431,1.0,Animal_Land_Solid_Small,4.0,,,,,,,,,,,
encoding,value,3,10292218,10298229,10294416.0,10295002.0,587.0,587.0,1568.6,1252.6,1591.0,891.0,Animal_Land_Solid_Small,46.65536500001326,52.66635345900431,1.0,Animal_Land_Solid_Small,4.0,,,,,,,,,,,
encoding,value,3,10292218,10298229,10295013.0,10296427.0,1415.0,1415.0,1580.2,1192.4,1591.0,891.0,Animal_Land_Solid_Small,46.65536500001326,52.66635345900431,1.0,Animal_Land_Solid_Small,4.0,,,,,,,,,,,
encoding,value,3,10292218,10298229,10296435.0,10298758.0,2324.0,1794.0,1574.8,1183.3,1591.0,891.0,Animal_Land_Solid_Small,46.65536500001326,52.66635345900431,1.0,Animal_Land_Solid_Small,4.0,,,,,,,,,,,
encoding,attention,3,10298229,10301247,10298769.0,10299076.0,308.0,308.0,1591.4,1182.4,1591.0,891.0,Animal_Land_Solid_Small,52.66645179199986,55.68410850001965,1.0,Animal_Land_Solid_Small,4.0,4.0,1.0,1.808630749990698,,,,,,,,
encoding,attention,3,10298229,10301247,10299330.0,10299417.0,88.0,88.0,1608.0,1247.4,1591.0,891.0,Animal_Land_Solid_Small,52.66645179199986,55.68410850001965,1.0,Animal_Land_Solid_Small,4.0,4.0,1.0,1.808630749990698,,,,,,,,
encoding,attention,3,10298229,10301247,10299726.0,10300496.0,771.0,771.0,1590.2,1183.2,1591.0,891.0,Animal_Land_Solid_Small,52.66645179199986,55.68410850001965,1.0,Animal_Land_Solid_Small,4.0,4.0,1.0,1.808630749990698,,,,,,,,
encoding,fixation,4,10301247,10302252,10301485.0,10301988.0,504.0,504.0,1884.2,1088.6,1920.0,1080.0,fixation,55.68426000000909,56.68934833400999,1.0,Object_Land_Solid_Small,-7.0,,,,,,,,,,,
