time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.3333333333333333,0.47377472055030095,4,3,100,25,0.16666666666666666
-2925.0,0.3333333333333333,0.4167927382753404,4,3,100,25,0.16666666666666666
-2900.0,0.5,0.7155844155844155,3,2,100,25,0.16666666666666666
-2875.0,0.0,0.0,2,1,100,25,0.16666666666666666
-2850.0,0.0,0.0,2,1,100,25,0.16666666666666666
-2825.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2800.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2775.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2750.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2725.0,0.5,0.21593533487297922,2,2,100,25,0.16666666666666666
-2700.0,1.0,1.0,2,1,100,25,0.16666666666666666
-2675.0,0.5,0.5771604938271605,3,2,100,25,0.16666666666666666
-2650.0,0.6666666666666666,0.8236808236808236,4,3,100,25,0.16666666666666666
-2625.0,0.5,0.7677966101694915,3,2,100,25,0.16666666666666666
-2600.0,0.5,0.7677966101694915,2,2,100,25,0.16666666666666666
-2575.0,1.0,1.0,2,1,100,25,0.16666666666666666
-2550.0,,,1,0,100,25,0.16666666666666666
-2525.0,0.5,0.7926682692307693,4,2,100,25,0.16666666666666666
-2500.0,0.3333333333333333,0.7110512129380054,5,3,100,25,0.16666666666666666
-2475.0,0.3333333333333333,0.7110512129380054,4,3,100,25,0.16666666666666666
-2450.0,0.3333333333333333,0.7110512129380054,4,3,100,25,0.16666666666666666
-2425.0,0.0,0.0,3,3,100,25,0.16666666666666666
-2400.0,0.0,0.0,4,4,100,25,0.16666666666666666
-2375.0,0.16666666666666666,0.012531328320802004,6,6,100,25,0.16666666666666666
-2350.0,0.16666666666666666,0.012531328320802004,6,6,100,25,0.16666666666666666
-2325.0,0.4,0.09475218658892129,5,5,100,25,0.16666666666666666
-2300.0,0.6666666666666666,0.22336769759450173,3,3,100,25,0.16666666666666666
-2275.0,1.0,1.0,1,1,100,25,0.16666666666666666
-2250.0,1.0,1.0,1,1,100,25,0.16666666666666666
-2225.0,,,1,0,100,25,0.16666666666666666
-2200.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2175.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2150.0,0.0,0.0,3,2,100,25,0.16666666666666666
-2125.0,0.25,0.3088630259623993,4,4,100,25,0.16666666666666666
-2100.0,0.6666666666666666,0.4188340807174888,3,3,100,25,0.16666666666666666
-2075.0,0.6666666666666666,0.4188340807174888,3,3,100,25,0.16666666666666666
-2050.0,0.75,0.43896103896103894,4,4,100,25,0.16666666666666666
-2025.0,1.0,1.0,3,2,100,25,0.16666666666666666
-2000.0,1.0,1.0,3,2,100,25,0.16666666666666666
-1975.0,1.0,1.0,3,2,100,25,0.16666666666666666
-1950.0,0.3333333333333333,0.33747412008281574,5,3,100,25,0.16666666666666666
-1925.0,0.25,0.23044297832233743,5,4,100,25,0.16666666666666666
-1900.0,0.0,0.0,4,3,100,25,0.16666666666666666
-1875.0,0.0,0.0,4,3,100,25,0.16666666666666666
-1850.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1825.0,,,2,0,100,25,0.16666666666666666
-1800.0,0.0,0.0,3,1,100,25,0.16666666666666666
-1775.0,0.0,0.0,3,1,100,25,0.16666666666666666
-1750.0,0.0,0.0,4,3,100,25,0.16666666666666666
-1725.0,0.25,0.17574257425742573,5,4,100,25,0.16666666666666666
-1700.0,0.3333333333333333,0.18251928020565553,5,3,100,25,0.16666666666666666
-1675.0,0.3333333333333333,0.18251928020565553,5,3,100,25,0.16666666666666666
-1650.0,1.0,1.0,3,1,100,25,0.16666666666666666
-1625.0,,,2,0,100,25,0.16666666666666666
-1600.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1575.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1550.0,0.0,0.0,3,2,100,25,0.16666666666666666
-1525.0,0.25,0.3305500982318271,4,4,100,25,0.16666666666666666
-1500.0,0.5,0.5267819485449178,6,6,100,25,0.16666666666666666
-1475.0,0.5,0.5378323108384458,8,8,100,25,0.16666666666666666
-1450.0,0.5714285714285714,0.7305555555555555,7,7,100,25,0.16666666666666666
-1425.0,0.6666666666666666,0.7652050919377652,7,6,100,25,0.16666666666666666
-1400.0,0.6666666666666666,0.6837837837837838,4,3,100,25,0.16666666666666666
-1375.0,0.5,0.4889502762430939,3,2,100,25,0.16666666666666666
-1350.0,0.5,0.4889502762430939,4,2,100,25,0.16666666666666666
-1325.0,0.0,0.0,2,1,100,25,0.16666666666666666
-1300.0,0.0,0.0,3,1,100,25,0.16666666666666666
-1275.0,,,3,0,100,25,0.16666666666666666
-1250.0,0.5,0.7515751575157515,5,2,100,25,0.16666666666666666
-1225.0,0.3333333333333333,0.6364329268292683,6,3,100,25,0.16666666666666666
-1200.0,0.5,0.6843150231634679,6,4,100,25,0.16666666666666666
-1175.0,0.5,0.6843150231634679,5,4,100,25,0.16666666666666666
-1150.0,0.3333333333333333,0.4682352941176471,3,3,100,25,0.16666666666666666
-1125.0,0.3333333333333333,0.6885813148788927,3,3,100,25,0.16666666666666666
-1100.0,0.3333333333333333,0.8363636363636363,3,3,100,25,0.16666666666666666
-1075.0,0.3333333333333333,0.8363636363636363,3,3,100,25,0.16666666666666666
-1050.0,0.5,0.8761904761904762,3,2,100,25,0.16666666666666666
-1025.0,0.3333333333333333,0.6284153005464481,7,3,100,25,0.16666666666666666
-1000.0,0.0,0.0,7,2,100,25,0.16666666666666666
-975.0,0.3333333333333333,0.48872180451127817,10,3,100,25,0.16666666666666666
-950.0,0.5,0.7486136783733827,10,4,100,25,0.16666666666666666
-925.0,0.6666666666666666,0.9321058688147296,7,3,100,25,0.16666666666666666
-900.0,0.75,0.9346622369878184,7,4,100,25,0.16666666666666666
-875.0,0.6666666666666666,0.9082426127527217,5,3,100,25,0.16666666666666666
-850.0,0.5,0.3655913978494624,4,2,100,25,0.16666666666666666
-825.0,1.0,1.0,4,3,100,25,0.16666666666666666
-800.0,0.6666666666666666,0.7883008356545961,4,3,100,25,0.16666666666666666
-775.0,0.6,0.7665137614678899,6,5,100,25,0.16666666666666666
-750.0,0.6,0.7665137614678899,6,5,100,25,0.16666666666666666
-725.0,0.3333333333333333,0.6175807663410969,4,3,100,25,0.16666666666666666
-700.0,0.5,0.7150735294117647,5,4,100,25,0.16666666666666666
-675.0,0.5,0.6840633737185461,3,2,100,25,0.16666666666666666
-650.0,0.5,0.6840633737185461,3,2,100,25,0.16666666666666666
-625.0,0.6666666666666666,0.7945454545454546,4,3,100,25,0.16666666666666666
-600.0,0.5,0.7445161290322581,4,2,100,25,0.16666666666666666
-575.0,0.5,0.7445161290322581,4,2,100,25,0.16666666666666666
-550.0,0.6666666666666666,0.8721755971594577,6,3,100,25,0.16666666666666666
-525.0,0.5,0.7962962962962963,5,2,100,25,0.16666666666666666
-500.0,0.5,0.5967617579028527,4,2,100,25,0.16666666666666666
-475.0,0.25,0.40544787847040337,5,4,100,25,0.16666666666666666
-450.0,0.0,0.0,3,3,100,25,0.16666666666666666
-425.0,0.0,0.0,3,3,100,25,0.16666666666666666
-400.0,0.0,0.0,2,2,100,25,0.16666666666666666
-375.0,1.0,1.0,3,2,100,25,0.16666666666666666
-350.0,0.6666666666666666,0.4069602272727273,4,3,100,25,0.16666666666666666
-325.0,0.5,0.3039787798408488,6,4,100,25,0.16666666666666666
-300.0,0.5,0.3039787798408488,6,4,100,25,0.16666666666666666
-275.0,0.0,0.0,3,2,100,25,0.16666666666666666
-250.0,0.0,0.0,4,1,100,25,0.16666666666666666
-225.0,,,2,0,100,25,0.16666666666666666
-200.0,,,2,0,100,25,0.16666666666666666
-175.0,1.0,1.0,4,2,100,25,0.16666666666666666
-150.0,1.0,1.0,2,2,100,25,0.16666666666666666
-125.0,1.0,1.0,2,2,100,25,0.16666666666666666
-100.0,1.0,1.0,2,2,100,25,0.16666666666666666
-75.0,,,0,0,100,25,0.16666666666666666
-50.0,1.0,1.0,2,1,100,25,0.16666666666666666
-25.0,0.3333333333333333,0.3035844915874177,4,3,100,25,0.16666666666666666
0.0,0.3333333333333333,0.3035844915874177,4,3,100,25,0.16666666666666666
25.0,0.25,0.2608422375864236,5,4,100,25,0.16666666666666666
50.0,0.16666666666666666,0.10157728706624605,6,6,100,25,0.16666666666666666
75.0,0.25,0.25434439178515006,6,4,100,25,0.16666666666666666
100.0,0.25,0.25434439178515006,6,4,100,25,0.16666666666666666
125.0,0.25,0.16597938144329896,6,4,100,25,0.16666666666666666
150.0,0.0,0.0,3,1,100,25,0.16666666666666666
175.0,0.0,0.0,2,2,100,25,0.16666666666666666
200.0,0.3333333333333333,0.03259604190919674,3,3,100,25,0.16666666666666666
225.0,0.5,0.09395973154362416,3,2,100,25,0.16666666666666666
250.0,0.6666666666666666,0.7880690737833596,5,3,100,25,0.16666666666666666
275.0,0.75,0.9681978798586572,6,4,100,25,0.16666666666666666
300.0,0.6666666666666666,0.7060153776571687,9,6,100,25,0.16666666666666666
325.0,0.6666666666666666,0.7060153776571687,9,6,100,25,0.16666666666666666
350.0,0.6666666666666666,0.6251441753171857,10,6,100,25,0.16666666666666666
375.0,0.75,0.5427059712773998,9,4,100,25,0.16666666666666666
400.0,0.5,0.5926365795724465,6,2,100,25,0.16666666666666666
425.0,0.5,0.5926365795724465,5,2,100,25,0.16666666666666666
450.0,0.6666666666666666,0.38530465949820786,5,3,100,25,0.16666666666666666
475.0,0.6666666666666666,0.38530465949820786,4,3,100,25,0.16666666666666666
500.0,1.0,1.0,4,2,100,25,0.16666666666666666
525.0,1.0,1.0,4,2,100,25,0.16666666666666666
550.0,0.5,0.6119205298013245,4,2,100,25,0.16666666666666666
575.0,0.5,0.6119205298013245,4,2,100,25,0.16666666666666666
600.0,0.25,0.42,5,4,100,25,0.16666666666666666
625.0,0.25,0.42,5,4,100,25,0.16666666666666666
650.0,0.0,0.0,2,2,100,25,0.16666666666666666
675.0,0.0,0.0,2,2,100,25,0.16666666666666666
700.0,,,0,0,100,25,0.16666666666666666
