seed,statistic,location,decoder,r2,shuffle,shuffle_iter
5,mu,3,Ridge,-0.0011581246755044462,True,9
5,mu,3,MLP,-0.011396652224331439,True,9
5,mu,4,Ridge,0.5991519805843243,False,-1
5,mu,4,MLP,0.890484175725373,False,-1
5,mu,4,Ridge,-0.0010550208790357728,True,0
5,mu,4,MLP,-0.012023268497551998,True,0
5,mu,4,Ridge,-0.0007451897883311576,True,1
5,mu,4,MLP,-0.012778562984286212,True,1
5,mu,4,Ridge,-0.0008564778429838605,True,2
5,mu,4,MLP,-0.011359211545509363,True,2
5,mu,4,Ridge,-0.0010489339137446762,True,3
5,mu,4,MLP,-0.012306499893401135,True,3
5,mu,4,Ridge,-0.0013563660650812714,True,4
5,mu,4,MLP,-0.01158864242409945,True,4
5,mu,4,Ridge,-0.0004425667172986314,True,5
5,mu,4,MLP,-0.010608100306296641,True,5
5,mu,4,Ridge,-0.0006227529329834614,True,6
5,mu,4,MLP,-0.012262210903461534,True,6
5,mu,4,Ridge,-0.0007136745772462483,True,7
5,mu,4,MLP,-0.01279333057296177,True,7
5,mu,4,Ridge,-0.000911901270673976,True,8
5,mu,4,MLP,-0.011157079488372945,True,8
5,mu,4,Ridge,-0.0007301945908425811,True,9
5,mu,4,MLP,-0.012807495710847184,True,9
5,mu,5,Ridge,0.35699568418576383,False,-1
5,mu,5,MLP,0.799981224634408,False,-1
5,mu,5,Ridge,-0.0005704367573856395,True,0
5,mu,5,MLP,-0.01168962853739508,True,0
5,mu,5,Ridge,-0.0007601850248841968,True,1
5,mu,5,MLP,-0.011752347655457384,True,1
5,mu,5,Ridge,-0.0005577455232605111,True,2
5,mu,5,MLP,-0.011378301898373789,True,2
5,mu,5,Ridge,-0.001186650629895114,True,3
5,mu,5,MLP,-0.011693823370767787,True,3
5,mu,5,Ridge,-0.0011930912752176504,True,4
5,mu,5,MLP,-0.011226153367513403,True,4
5,mu,5,Ridge,-0.0010127319986654726,True,5
5,mu,5,MLP,-0.011172911981616051,True,5
5,mu,5,Ridge,-0.0007836634343474369,True,6
5,mu,5,MLP,-0.011706431381346194,True,6
5,mu,5,Ridge,-0.0009495122328394334,True,7
5,mu,5,MLP,-0.009935348028856695,True,7
5,mu,5,Ridge,-0.0008076135763196435,True,8
5,mu,5,MLP,-0.01011931736156595,True,8
5,mu,5,Ridge,-0.0006606784313057723,True,9
5,mu,5,MLP,-0.01038485443214623,True,9
5,lambda,0,Ridge,0.7239903467134388,False,-1
5,lambda,0,MLP,0.9069354234880137,False,-1
5,lambda,0,Ridge,-0.0006766914969895677,True,0
5,lambda,0,MLP,-0.035782142509765705,True,0
5,lambda,0,Ridge,-0.0006977978351691228,True,1
5,lambda,0,MLP,-0.040149402120132474,True,1
5,lambda,0,Ridge,-0.0006185795253613957,True,2
5,lambda,0,MLP,-0.03569400532322824,True,2
5,lambda,0,Ridge,-0.0005393195424428399,True,3
5,lambda,0,MLP,-0.03360473934781734,True,3
5,lambda,0,Ridge,-0.0009166045939652534,True,4
5,lambda,0,MLP,-0.04830462145590757,True,4
5,lambda,0,Ridge,-0.0009414114304600485,True,5
5,lambda,0,MLP,-0.03532831934218215,True,5
5,lambda,0,Ridge,-0.001069378462111681,True,6
5,lambda,0,MLP,-0.03751010108190815,True,6
5,lambda,0,Ridge,-0.0011517351857981417,True,7
5,lambda,0,MLP,-0.03592405836854438,True,7
5,lambda,0,Ridge,-0.000810256024740097,True,8
5,lambda,0,MLP,-0.045410081928566146,True,8
5,lambda,0,Ridge,-0.0010027317326327446,True,9
5,lambda,0,MLP,-0.040270171215204355,True,9
5,lambda,1,Ridge,0.7973185534796323,False,-1
5,lambda,1,MLP,0.9375303985171721,False,-1
5,lambda,1,Ridge,-0.0009932307534300743,True,0
5,lambda,1,MLP,-0.04135778093874567,True,0
5,lambda,1,Ridge,-0.000656413964243674,True,1
5,lambda,1,MLP,-0.040957431314513036,True,1
5,lambda,1,Ridge,-0.0009255336060904451,True,2
5,lambda,1,MLP,-0.04187651662768035,True,2
5,lambda,1,Ridge,-0.0006314669436579656,True,3
5,lambda,1,MLP,-0.035099551206477564,True,3
5,lambda,1,Ridge,-0.0007887353412610043,True,4
5,lambda,1,MLP,-0.03314535248858239,True,4
5,lambda,1,Ridge,-0.00028141367195786413,True,5
5,lambda,1,MLP,-0.04086755751585578,True,5
5,lambda,1,Ridge,-0.0007750372472665301,True,6
5,lambda,1,MLP,-0.03426942036425436,True,6
5,lambda,1,Ridge,-0.0005454103521793652,True,7
5,lambda,1,MLP,-0.03303094134914257,True,7
5,lambda,1,Ridge,-0.0009063655043570762,True,8
5,lambda,1,MLP,-0.039323572351778455,True,8
5,lambda,1,Ridge,-0.0009203979519227801,True,9
5,lambda,1,MLP,-0.03371560302798926,True,9
5,lambda,2,Ridge,0.7633461188857458,False,-1
5,lambda,2,MLP,0.917815075138685,False,-1
5,lambda,2,Ridge,-0.000848473157386831,True,0
5,lambda,2,MLP,-0.041327553364705415,True,0
5,lambda,2,Ridge,-0.0011462202142127787,True,1
5,lambda,2,MLP,-0.04044674034439359,True,1
5,lambda,2,Ridge,-0.0006624334977342716,True,2
5,lambda,2,MLP,-0.03744632277923974,True,2
5,lambda,2,Ridge,-0.0010305885616202826,True,3
5,lambda,2,MLP,-0.04779876641895146,True,3
5,lambda,2,Ridge,-0.0011976100468061635,True,4
5,lambda,2,MLP,-0.04086244421188083,True,4
5,lambda,2,Ridge,-0.0007953023088064448,True,5
5,lambda,2,MLP,-0.0390245882796779,True,5
5,lambda,2,Ridge,-0.0012833808396451652,True,6
5,lambda,2,MLP,-0.04195225196494094,True,6
5,lambda,2,Ridge,-0.0008326665289441149,True,7
5,lambda,2,MLP,-0.03734620021218356,True,7
5,lambda,2,Ridge,-0.0005533107848008978,True,8
5,lambda,2,MLP,-0.03778815204247059,True,8
5,lambda,2,Ridge,-0.0008495519966939646,True,9
5,lambda,2,MLP,-0.03593656790051995,True,9
5,lambda,3,Ridge,0.7442626976680158,False,-1
5,lambda,3,MLP,0.9284042111788405,False,-1
5,lambda,3,Ridge,-0.0008054430335487694,True,0
5,lambda,3,MLP,-0.03712190259893884,True,0
5,lambda,3,Ridge,-0.000650658589053199,True,1
5,lambda,3,MLP,-0.04965855426444672,True,1
5,lambda,3,Ridge,-0.0008922722877858114,True,2
5,lambda,3,MLP,-0.04057100066247217,True,2
5,lambda,3,Ridge,-0.0008970106522678378,True,3
5,lambda,3,MLP,-0.04283720762018075,True,3
5,lambda,3,Ridge,-0.0009696113132893647,True,4
5,lambda,3,MLP,-0.04061831697086191,True,4
5,lambda,3,Ridge,-0.0010117667771716743,True,5
5,lambda,3,MLP,-0.037984537873000955,True,5
5,lambda,3,Ridge,-0.0007977737717668632,True,6
5,lambda,3,MLP,-0.037114695791524085,True,6
5,lambda,3,Ridge,-0.0010424923846223066,True,7
5,lambda,3,MLP,-0.03141146207945984,True,7
5,lambda,3,Ridge,-0.0007733174297865463,True,8
5,lambda,3,MLP,-0.03869407174560502,True,8
5,lambda,3,Ridge,-0.0006532813141945759,True,9
5,lambda,3,MLP,-0.039234149436169874,True,9
5,lambda,4,Ridge,0.7019481622028356,False,-1
5,lambda,4,MLP,0.8974744399828367,False,-1
5,lambda,4,Ridge,-0.000919711953668445,True,0
5,lambda,4,MLP,-0.03464727381900943,True,0
5,lambda,4,Ridge,-0.0007305524322493984,True,1
5,lambda,4,MLP,-0.037598544062885965,True,1
5,lambda,4,Ridge,-0.0012388344813875295,True,2
5,lambda,4,MLP,-0.04124347941445072,True,2
5,lambda,4,Ridge,-0.0006902175214348993,True,3
5,lambda,4,MLP,-0.04168916888359266,True,3
5,lambda,4,Ridge,-0.001400027155773076,True,4
5,lambda,4,MLP,-0.04073880558460523,True,4
5,lambda,4,Ridge,-0.00028892118923340426,True,5
5,lambda,4,MLP,-0.03474769465337206,True,5
5,lambda,4,Ridge,-0.0003176428762957428,True,6
5,lambda,4,MLP,-0.03014754675135691,True,6
5,lambda,4,Ridge,-0.0009119483614061341,True,7
5,lambda,4,MLP,-0.03464014268432094,True,7
5,lambda,4,Ridge,-0.0005658170418228137,True,8
5,lambda,4,MLP,-0.0360441524162534,True,8
5,lambda,4,Ridge,-0.0008133598175712464,True,9
5,lambda,4,MLP,-0.045136856472680974,True,9
5,lambda,5,Ridge,0.6418508901461704,False,-1
5,lambda,5,MLP,0.9038638403577732,False,-1
5,lambda,5,Ridge,-0.0007581582814583321,True,0
5,lambda,5,MLP,-0.03606395913416747,True,0
5,lambda,5,Ridge,-0.0007931564807769131,True,1
5,lambda,5,MLP,-0.037819057020484645,True,1
5,lambda,5,Ridge,-0.0009549762847984144,True,2
5,lambda,5,MLP,-0.03715559344872843,True,2
5,lambda,5,Ridge,-0.0005260190860658209,True,3
5,lambda,5,MLP,-0.03723063774697359,True,3
5,lambda,5,Ridge,-0.0007115318499621548,True,4
5,lambda,5,MLP,-0.03154638301927237,True,4
5,lambda,5,Ridge,-0.0007497936847162823,True,5
5,lambda,5,MLP,-0.04307105887542799,True,5
5,lambda,5,Ridge,-0.0007619500638726074,True,6
5,lambda,5,MLP,-0.04111796230689317,True,6
5,lambda,5,Ridge,-0.0006506309319133762,True,7
5,lambda,5,MLP,-0.03617507245825933,True,7
5,lambda,5,Ridge,-0.0006428412055422772,True,8
5,lambda,5,MLP,-0.0367988526084043,True,8
5,lambda,5,Ridge,-0.0010539220425347384,True,9
5,lambda,5,MLP,-0.0409206659356379,True,9
5,rho,0,Ridge,0.7037689030705003,False,-1
5,rho,0,MLP,0.9290044540647804,False,-1
5,rho,0,Ridge,-0.0010898004596181289,True,0
5,rho,0,MLP,-0.04780100025717791,True,0
5,rho,0,Ridge,-0.0006386785265342976,True,1
5,rho,0,MLP,-0.0488891386608743,True,1
5,rho,0,Ridge,-0.0008438627433854595,True,2
5,rho,0,MLP,-0.047137805808260234,True,2
5,rho,0,Ridge,-0.000984889898915009,True,3
5,rho,0,MLP,-0.04599261100188752,True,3
5,rho,0,Ridge,-0.0008295075576821187,True,4
5,rho,0,MLP,-0.04346809967460472,True,4
5,rho,0,Ridge,-0.0010361594703304888,True,5
5,rho,0,MLP,-0.043699581997120915,True,5
5,rho,0,Ridge,-0.0007624640777721403,True,6
5,rho,0,MLP,-0.04849651169925884,True,6
5,rho,0,Ridge,-0.001095052092563531,True,7
5,rho,0,MLP,-0.04798396416731907,True,7
5,rho,0,Ridge,-0.0005585885494657327,True,8
5,rho,0,MLP,-0.04851105689669648,True,8
5,rho,0,Ridge,-0.000861895653097866,True,9
5,rho,0,MLP,-0.04468924663880176,True,9
5,rho,1,Ridge,0.7093886595677026,False,-1
5,rho,1,MLP,0.9431668763410613,False,-1
5,rho,1,Ridge,-0.0005056995620915661,True,0
5,rho,1,MLP,-0.04671222465941556,True,0
5,rho,1,Ridge,-0.0010565489234847457,True,1
5,rho,1,MLP,-0.045487437986766466,True,1
5,rho,1,Ridge,-0.0005081044207235763,True,2
5,rho,1,MLP,-0.047295053700627365,True,2
5,rho,1,Ridge,-0.0007852184483386537,True,3
5,rho,1,MLP,-0.048507166802764436,True,3
5,rho,1,Ridge,-0.0009504678364849362,True,4
5,rho,1,MLP,-0.04594714964735029,True,4
5,rho,1,Ridge,-0.0008539181233825577,True,5
5,rho,1,MLP,-0.04655812465725688,True,5
5,rho,1,Ridge,-0.0008279380168043637,True,6
5,rho,1,MLP,-0.04782297654551071,True,6
5,rho,1,Ridge,-0.000712734655444125,True,7
5,rho,1,MLP,-0.04847178662360383,True,7
5,rho,1,Ridge,-0.0011647371469232226,True,8
5,rho,1,MLP,-0.04832002066511003,True,8
5,rho,1,Ridge,-0.0007761513035265732,True,9
5,rho,1,MLP,-0.04710022997159284,True,9
5,rho,2,Ridge,0.7189702952444398,False,-1
5,rho,2,MLP,0.9485832575608031,False,-1
5,rho,2,Ridge,-0.0011098302005744464,True,0
5,rho,2,MLP,-0.047799010191526214,True,0
5,rho,2,Ridge,-0.0006769409953899074,True,1
5,rho,2,MLP,-0.04839317581026932,True,1
5,rho,2,Ridge,-0.0010283264318854623,True,2
5,rho,2,MLP,-0.04837907537246573,True,2
5,rho,2,Ridge,-0.001036187668689914,True,3
5,rho,2,MLP,-0.046456325309904935,True,3
5,rho,2,Ridge,-0.0009551957527729638,True,4
5,rho,2,MLP,-0.04502876529769195,True,4
5,rho,2,Ridge,-0.0006400835376429992,True,5
5,rho,2,MLP,-0.050834640599849254,True,5
5,rho,2,Ridge,-0.0008560757943613772,True,6
5,rho,2,MLP,-0.04368391355982961,True,6
5,rho,2,Ridge,-0.0011807820349485798,True,7
5,rho,2,MLP,-0.047947197015035005,True,7
5,rho,2,Ridge,-0.0007521942463682762,True,8
5,rho,2,MLP,-0.04901653712865537,True,8
5,rho,2,Ridge,-0.0008925214632338641,True,9
5,rho,2,MLP,-0.047275398141147826,True,9
5,rho,3,Ridge,0.8299497568746672,False,-1
5,rho,3,MLP,0.9734298549454123,False,-1
5,rho,3,Ridge,-0.0007142310340052082,True,0
5,rho,3,MLP,-0.043649280344200125,True,0
5,rho,3,Ridge,-0.0008927304813638681,True,1
5,rho,3,MLP,-0.04759532322795255,True,1
5,rho,3,Ridge,-0.000619010676435372,True,2
5,rho,3,MLP,-0.042387427427817315,True,2
5,rho,3,Ridge,-0.0007798414763702244,True,3
5,rho,3,MLP,-0.05123181019588694,True,3
5,rho,3,Ridge,-0.000787383279340137,True,4
5,rho,3,MLP,-0.046470214586184035,True,4
5,rho,3,Ridge,-0.0007652873920045878,True,5
5,rho,3,MLP,-0.04821261762205742,True,5
5,rho,3,Ridge,-0.0011334516281327645,True,6
5,rho,3,MLP,-0.04462412938901621,True,6
5,rho,3,Ridge,-0.0007224257897436636,True,7
5,rho,3,MLP,-0.0464542698985936,True,7
5,rho,3,Ridge,-0.0007428808008454358,True,8
5,rho,3,MLP,-0.04572696996033554,True,8
5,rho,3,Ridge,-0.001123655068914875,True,9
5,rho,3,MLP,-0.04812359177654564,True,9
5,rho,4,Ridge,0.593932412819788,False,-1
5,rho,4,MLP,0.9526641167965362,False,-1
5,rho,4,Ridge,-0.0008185064041651202,True,0
5,rho,4,MLP,-0.0495577502187722,True,0
5,rho,4,Ridge,-0.0010381869206700146,True,1
5,rho,4,MLP,-0.046314043222434396,True,1
5,rho,4,Ridge,-0.0007118535816525995,True,2
5,rho,4,MLP,-0.04696645433090829,True,2
5,rho,4,Ridge,-0.00145218905878437,True,3
5,rho,4,MLP,-0.04654568635967089,True,3
5,rho,4,Ridge,-0.0008723897561129679,True,4
5,rho,4,MLP,-0.046622373609283764,True,4
5,rho,4,Ridge,-0.0008012517873920543,True,5
5,rho,4,MLP,-0.04594966416143187,True,5
5,rho,4,Ridge,-0.0005518197007611913,True,6
5,rho,4,MLP,-0.046176267638168914,True,6
5,rho,4,Ridge,-0.0008109802682466416,True,7
5,rho,4,MLP,-0.043498692121864566,True,7
5,rho,4,Ridge,-0.0008628511902728953,True,8
5,rho,4,MLP,-0.047183769376232164,True,8
5,rho,4,Ridge,-0.00046832572773447545,True,9
5,rho,4,MLP,-0.04417949483722463,True,9
5,rho,5,Ridge,0.6841398855761115,False,-1
5,rho,5,MLP,0.9092768565226683,False,-1
5,rho,5,Ridge,-0.0009760861917613272,True,0
5,rho,5,MLP,-0.04302400544536651,True,0
5,rho,5,Ridge,-0.000978986607468979,True,1
5,rho,5,MLP,-0.04891927745462166,True,1
5,rho,5,Ridge,-0.0008858360357751671,True,2
5,rho,5,MLP,-0.04780702230937388,True,2
5,rho,5,Ridge,-0.0006970647880720548,True,3
5,rho,5,MLP,-0.04690397327486453,True,3
5,rho,5,Ridge,-0.0009756387422727552,True,4
5,rho,5,MLP,-0.043276116419679676,True,4
5,rho,5,Ridge,-0.0005506929570239238,True,5
5,rho,5,MLP,-0.04800542004958923,True,5
5,rho,5,Ridge,-0.001154724245933636,True,6
5,rho,5,MLP,-0.04603095438178917,True,6
5,rho,5,Ridge,-0.0010179754361525184,True,7
5,rho,5,MLP,-0.047014569880590516,True,7
5,rho,5,Ridge,-0.000661220171886634,True,8
5,rho,5,MLP,-0.04845134401170723,True,8
5,rho,5,Ridge,-0.0007622937898507321,True,9
5,rho,5,MLP,-0.04743447185573513,True,9
7,V_t,agg,Ridge,0.92228631650142,False,-1
7,V_t,agg,MLP,0.9745154733786168,False,-1
7,V_t,agg,Ridge,-0.0009515130825533014,True,0
7,V_t,agg,MLP,-0.008889855339569097,True,0
7,V_t,agg,Ridge,-0.0007827075302672349,True,1
7,V_t,agg,MLP,-0.01048883943160761,True,1
7,V_t,agg,Ridge,-0.0010314237708014319,True,2
7,V_t,agg,MLP,-0.010451328499280743,True,2
7,V_t,agg,Ridge,-0.0006539238162477812,True,3
7,V_t,agg,MLP,-0.009070149403659888,True,3
7,V_t,agg,Ridge,-0.0006537369024184781,True,4
7,V_t,agg,MLP,-0.008455562975617826,True,4
7,V_t,agg,Ridge,-0.0012991104008678533,True,5
7,V_t,agg,MLP,-0.011314519091287778,True,5
7,V_t,agg,Ridge,-0.0009187840551103665,True,6
7,V_t,agg,MLP,-0.011102106445547877,True,6
7,V_t,agg,Ridge,-0.000959820496536734,True,7
7,V_t,agg,MLP,-0.010329414285505756,True,7
7,V_t,agg,Ridge,-0.0005903265668165458,True,8
7,V_t,agg,MLP,-0.010531628783976598,True,8
7,V_t,agg,Ridge,-0.0007901363279051665,True,9
7,V_t,agg,MLP,-0.009580150454088531,True,9
7,mu,0,Ridge,0.5179859960401085,False,-1
7,mu,0,MLP,0.9141720339376057,False,-1
7,mu,0,Ridge,-0.0007879129866608548,True,0
7,mu,0,MLP,-0.010754781337146913,True,0
7,mu,0,Ridge,-0.0012312574554012023,True,1
7,mu,0,MLP,-0.01129503892600674,True,1
7,mu,0,Ridge,-0.0008359170152999251,True,2
7,mu,0,MLP,-0.009997562981087693,True,2
7,mu,0,Ridge,-0.0009351445589032892,True,3
7,mu,0,MLP,-0.01154062510017897,True,3
7,mu,0,Ridge,-0.0006058640282113892,True,4
7,mu,0,MLP,-0.010406458860339108,True,4
7,mu,0,Ridge,-0.00110727978547005,True,5
7,mu,0,MLP,-0.011535123902865107,True,5
7,mu,0,Ridge,-0.0010825555178896717,True,6
7,mu,0,MLP,-0.01018669430277468,True,6
7,mu,0,Ridge,-0.0009199466058662509,True,7
7,mu,0,MLP,-0.011220500650486454,True,7
7,mu,0,Ridge,-0.0012460947409683953,True,8
7,mu,0,MLP,-0.010549731605989755,True,8
7,mu,0,Ridge,-0.0010055023699505838,True,9
7,mu,0,MLP,-0.010996424708527597,True,9
7,mu,1,Ridge,0.5322457878098852,False,-1
7,mu,1,MLP,0.8948388746761433,False,-1
7,mu,1,Ridge,-0.0007857116209593062,True,0
7,mu,1,MLP,-0.009800847839294403,True,0
7,mu,1,Ridge,-0.0008475198839589026,True,1
7,mu,1,MLP,-0.011983986035598582,True,1
7,mu,1,Ridge,-0.0010925663197749902,True,2
7,mu,1,MLP,-0.010901919703560959,True,2
7,mu,1,Ridge,-0.0009168724841781106,True,3
7,mu,1,MLP,-0.010785248157011118,True,3
7,mu,1,Ridge,-0.0007861102347958227,True,4
7,mu,1,MLP,-0.012232456481322762,True,4
7,mu,1,Ridge,-0.0008802953884408105,True,5
7,mu,1,MLP,-0.012065902139778206,True,5
7,mu,1,Ridge,-0.0005343297269224223,True,6
7,mu,1,MLP,-0.01022809603150412,True,6
7,mu,1,Ridge,-0.0005771866942967385,True,7
7,mu,1,MLP,-0.012509569455577019,True,7
7,mu,1,Ridge,-0.0009819674534747858,True,8
7,mu,1,MLP,-0.01150011511801372,True,8
7,mu,1,Ridge,-0.0008640557760701383,True,9
7,mu,1,MLP,-0.010461606042773842,True,9
7,mu,2,Ridge,0.4478295599291317,False,-1
7,mu,2,MLP,0.9047192264694113,False,-1
7,mu,2,Ridge,-0.000668964154153473,True,0
7,mu,2,MLP,-0.011266357843828257,True,0
7,mu,2,Ridge,-0.0006438742238162876,True,1
7,mu,2,MLP,-0.012339951895128109,True,1
7,mu,2,Ridge,-0.0005169035101981079,True,2
7,mu,2,MLP,-0.011725159192509915,True,2
7,mu,2,Ridge,-0.0006216046435206568,True,3
7,mu,2,MLP,-0.010607775241618845,True,3
7,mu,2,Ridge,-0.0009479568939266602,True,4
7,mu,2,MLP,-0.011698787996308324,True,4
7,mu,2,Ridge,-0.0009377110706497493,True,5
7,mu,2,MLP,-0.010262041758238815,True,5
7,mu,2,Ridge,-0.0008220551622900807,True,6
7,mu,2,MLP,-0.011028958290258517,True,6
7,mu,2,Ridge,-0.0005344231849530479,True,7
7,mu,2,MLP,-0.010850461118833898,True,7
7,mu,2,Ridge,-0.0010549703059981486,True,8
7,mu,2,MLP,-0.011396920936120125,True,8
7,mu,2,Ridge,-0.0010614990715672513,True,9
7,mu,2,MLP,-0.012117284644345184,True,9
7,mu,3,Ridge,0.4681033597196274,False,-1
7,mu,3,MLP,0.8682976568690224,False,-1
7,mu,3,Ridge,-0.0009105983917097937,True,0
7,mu,3,MLP,-0.011802133180248652,True,0
7,mu,3,Ridge,-0.0010455134920330789,True,1
7,mu,3,MLP,-0.011736422094963927,True,1
7,mu,3,Ridge,-0.0012078624714515485,True,2
7,mu,3,MLP,-0.010970389537051784,True,2
7,mu,3,Ridge,-0.0009612624778031709,True,3
7,mu,3,MLP,-0.012279826468590826,True,3
7,mu,3,Ridge,-0.0011789195314518164,True,4
7,mu,3,MLP,-0.011210311659535632,True,4
7,mu,3,Ridge,-0.0008924358263238564,True,5
7,mu,3,MLP,-0.010448618037232826,True,5
7,mu,3,Ridge,-0.0009970854683332142,True,6
7,mu,3,MLP,-0.011000096549502958,True,6
7,mu,3,Ridge,-0.00079206712743769,True,7
7,mu,3,MLP,-0.00979429807650214,True,7
7,mu,3,Ridge,-0.0007706738776552147,True,8
7,mu,3,MLP,-0.011340464139542839,True,8
7,mu,3,Ridge,-0.0011885870550477407,True,9
7,mu,3,MLP,-0.01127957375827382,True,9
7,mu,4,Ridge,0.6108187278269612,False,-1
7,mu,4,MLP,0.9236043764382558,False,-1
7,mu,4,Ridge,-0.0009078023347084852,True,0
7,mu,4,MLP,-0.011588952064049751,True,0
7,mu,4,Ridge,-0.0006990874509175349,True,1
7,mu,4,MLP,-0.009524064996993164,True,1
7,mu,4,Ridge,-0.0007544913138723519,True,2
7,mu,4,MLP,-0.01122124531205615,True,2
7,mu,4,Ridge,-0.0010677122447610098,True,3
7,mu,4,MLP,-0.012085605549920197,True,3
7,mu,4,Ridge,-0.0007744763136135369,True,4
7,mu,4,MLP,-0.01066936666283822,True,4
7,mu,4,Ridge,-0.0008375510931700525,True,5
7,mu,4,MLP,-0.009987025613278267,True,5
7,mu,4,Ridge,-0.0005349165291424374,True,6
7,mu,4,MLP,-0.01030817107725257,True,6
7,mu,4,Ridge,-0.0006965109325754781,True,7
7,mu,4,MLP,-0.010369313219524922,True,7
7,mu,4,Ridge,-0.0008670877473266447,True,8
7,mu,4,MLP,-0.010922064655949536,True,8
7,mu,4,Ridge,-0.001071038692157389,True,9
7,mu,4,MLP,-0.011845048044701212,True,9
7,mu,5,Ridge,0.4623222637778028,False,-1
7,mu,5,MLP,0.886198625063803,False,-1
7,mu,5,Ridge,-0.0007364187427412628,True,0
7,mu,5,MLP,-0.010784019781809784,True,0
7,mu,5,Ridge,-0.0008965158508638993,True,1
7,mu,5,MLP,-0.011429540522749004,True,1
7,mu,5,Ridge,-0.0007676960409201516,True,2
7,mu,5,MLP,-0.011461835589366798,True,2
7,mu,5,Ridge,-0.0008891960522466214,True,3
7,mu,5,MLP,-0.011165290454980737,True,3
7,mu,5,Ridge,-0.0007379365352295775,True,4
7,mu,5,MLP,-0.011577153679945829,True,4
7,mu,5,Ridge,-0.0008477793313710791,True,5
7,mu,5,MLP,-0.010517825222994447,True,5
7,mu,5,Ridge,-0.0004735696502405018,True,6
7,mu,5,MLP,-0.012073982772536995,True,6
7,mu,5,Ridge,-0.0008642223569224061,True,7
7,mu,5,MLP,-0.012231321228826132,True,7
7,mu,5,Ridge,-0.000702759889083504,True,8
7,mu,5,MLP,-0.011938469497217153,True,8
7,mu,5,Ridge,-0.00031194310778213106,True,9
7,mu,5,MLP,-0.010432965401734596,True,9
7,lambda,0,Ridge,0.7680251387320498,False,-1
7,lambda,0,MLP,0.9406962894036169,False,-1
7,lambda,0,Ridge,-0.0007396965269835132,True,0
7,lambda,0,MLP,-0.03069470230988238,True,0
7,lambda,0,Ridge,-0.0012299327379139858,True,1
7,lambda,0,MLP,-0.03165082955084535,True,1
7,lambda,0,Ridge,-0.000979915646930074,True,2
7,lambda,0,MLP,-0.03094876386263814,True,2
7,lambda,0,Ridge,-0.0007127201222326907,True,3
7,lambda,0,MLP,-0.03290636355118117,True,3
7,lambda,0,Ridge,-0.0008785973235802214,True,4
7,lambda,0,MLP,-0.036707265880443485,True,4
7,lambda,0,Ridge,-0.0004464632426616877,True,5
7,lambda,0,MLP,-0.030108477039197324,True,5
7,lambda,0,Ridge,-0.000980071194067378,True,6
7,lambda,0,MLP,-0.02918812021633599,True,6
7,lambda,0,Ridge,-0.0010261693497310542,True,7
7,lambda,0,MLP,-0.03171813418390825,True,7
7,lambda,0,Ridge,-0.0012320483288826179,True,8
7,lambda,0,MLP,-0.033631710884204136,True,8
7,lambda,0,Ridge,-0.0011258708909335446,True,9
7,lambda,0,MLP,-0.03744424588497956,True,9
7,lambda,1,Ridge,0.7737857856788178,False,-1
7,lambda,1,MLP,0.9465713695364262,False,-1
7,lambda,1,Ridge,-0.000814796595722056,True,0
7,lambda,1,MLP,-0.02862267770282223,True,0
7,lambda,1,Ridge,-0.0006273813203037992,True,1
7,lambda,1,MLP,-0.029497148992350296,True,1
7,lambda,1,Ridge,-0.0009110072776062683,True,2
7,lambda,1,MLP,-0.028667385976210193,True,2
7,lambda,1,Ridge,-0.0008513842347357637,True,3
7,lambda,1,MLP,-0.02695978686100107,True,3
7,lambda,1,Ridge,-0.00108524582594991,True,4
7,lambda,1,MLP,-0.033598648309545044,True,4
7,lambda,1,Ridge,-0.0006069304219111337,True,5
7,lambda,1,MLP,-0.025884028636657196,True,5
7,lambda,1,Ridge,-0.0008199549064986655,True,6
7,lambda,1,MLP,-0.033942845500126585,True,6
7,lambda,1,Ridge,-0.0010629727779280173,True,7
7,lambda,1,MLP,-0.03148661240458628,True,7
7,lambda,1,Ridge,-0.0010035136421972623,True,8
7,lambda,1,MLP,-0.030126961042228385,True,8
7,lambda,1,Ridge,-0.0009068315172879871,True,9
7,lambda,1,MLP,-0.027435595784235024,True,9
7,lambda,2,Ridge,0.7726381771657059,False,-1
7,lambda,2,MLP,0.9450361001175465,False,-1
7,lambda,2,Ridge,-0.001176645282603328,True,0
7,lambda,2,MLP,-0.029527411467019073,True,0
7,lambda,2,Ridge,-0.000606469867743531,True,1
7,lambda,2,MLP,-0.030176160058751567,True,1
7,lambda,2,Ridge,-0.0008077522319296815,True,2
7,lambda,2,MLP,-0.031094816834901007,True,2
7,lambda,2,Ridge,-0.0009203314029703425,True,3
7,lambda,2,MLP,-0.030854550791206713,True,3
7,lambda,2,Ridge,-0.0010137149062695804,True,4
7,lambda,2,MLP,-0.030691195708812246,True,4
7,lambda,2,Ridge,-0.0008628421761054828,True,5
7,lambda,2,MLP,-0.027142173414091263,True,5
7,lambda,2,Ridge,-0.0007040446118081522,True,6
7,lambda,2,MLP,-0.027409734742185953,True,6
7,lambda,2,Ridge,-0.0008157979825653249,True,7
7,lambda,2,MLP,-0.03355458732491794,True,7
7,lambda,2,Ridge,-0.0009301998956785962,True,8
7,lambda,2,MLP,-0.029869826336411043,True,8
7,lambda,2,Ridge,-0.0009737504624298232,True,9
7,lambda,2,MLP,-0.03150523515114663,True,9
