game,original_item,item,onset,offset
1,PLUS,PLUS,4.6,5.3
1,2,2,5.3,5.4
1,-,-,19.4,20.1
1,4,4,20.1,20.3
1,PLUS,PLUS,23.5,24.0
1,4,4,24.0,24.4
1,MINUS,MINUS,28.7,29.1
1,8,8,29.1,29.5
1,PLUS,PLUS,36.0,36.2
1,2,2,36.2,36.5
1,PLUS,PLUS,40.9,41.1
1,4,4,41.1,41.4
2,MINUS,MINUS,2.5,3.2
2,1,1,3.2,3.3
2,MINUS,MINUS,6.8,7.4
2,8,8,7.4,7.7
2,PLUS,PLUS,11.8,12.2
2,2,2,12.2,12.5
2,+,+,18.6,19.4
2,4,4,19.4,19.5
2,MINUS,MINUS,25.2,26.3
2,3,3,27.4,27.6
2,PLUS,PLUS,30.5,30.8
2,8,8,30.8,31.3
3,PLUS,PLUS,2.5,3.2
3,1,1,3.2,3.3
3,MINUS,MINUS,11.1,11.9
3,4,4,11.9,12.0
3,PLUS,PLUS,15.6,16.2
3,4,4,16.2,16.3
3,MINUS,MINUS,21.2,21.6
3,8,8,21.6,22.0
3,PLUS,PLUS,29.5,29.8
3,2,2,29.8,30.3
3,MINUS,MINUS,35.4,35.7
3,1,1,35.7,36.0
4,MINUS,MINUS,4.8,5.6
4,4,4,5.6,5.9
4,PLUS,PLUS,11.4,11.8
4,2,2,11.8,12.4
4,MINUS,MINUS,16.7,17.4
4,6,6,17.4,17.9
4,MINUS,MINUS,23.7,24.1
4,2,2,24.1,24.4
4,PLUS,PLUS,28.3,28.6
4,7,7,28.6,29.7
4,PLUS,PLUS,32.8,33.1
4,6,6,33.1,33.8
5,+,+,2.5,3.7
5,5,5,3.7,3.8
5,MINUS,MINUS,11.9,12.7
5,2,2,12.7,12.8
5,MINUS,MINUS,19.0,19.5
5,3,3,19.5,20.0
5,MINUS,MINUS,25.5,26.0
5,2,2,26.0,26.3
5,PLUS,PLUS,32.2,32.5
5,7,7,32.5,32.8
5,MINUS,MINUS,35.8,36.2
5,9,9,36.2,36.8
6,MINUS,MINUS,2.5,3.2
6,9,9,3.2,3.9
6,MINUS,MINUS,6.8,7.5
6,9,9,7.5,8.1
6,PLUS,PLUS,14.7,15.1
6,2,2,15.1,15.9
6,MINUS,MINUS,20.0,20.4
6,2,2,20.4,21.2
6,PLUS,PLUS,27.1,27.4
6,5,5,27.4,28.4
6,PLUS,PLUS,32.4,32.6
6,7,7,33.5,33.8
7,MINUS,MINUS,3.7,5.1
7,2,2,5.1,5.6
7,MINUS,MINUS,10.4,11.2
7,3,3,11.2,11.6
7,PLUS,PLUS,15.2,15.6
7,5,5,15.6,16.4
7,PLUS,PLUS,19.2,19.6
7,6,6,19.6,20.4
7,PLUS,PLUS,25.1,26.6
7,3,3,26.6,27.0
7,MINUS,MINUS,30.7,31.0
7,3,3,31.0,31.5
