game,original_item,item,onset,offset
1,MINUS,MINUS,1.9,3.5
1,1,1,3.5,3.7
1,MINUS,MINUS,7.2,8.4
1,2,2,8.4,8.6
1,PLUS,PLUS,11.1,11.3
1,5,5,11.3,12.2
1,MINUS,MINUS,15.4,15.9
1,8,8,15.9,16.4
1,PLUS,PLUS,18.2,19.1
1,8,8,19.1,19.6
1,PLUS,PLUS,24.1,24.6
1,8,8,24.6,24.8
2,MINUS,MINUS,1.6,3.3
2,7,7,1.6,3.3
2,PLUS,PLUS,6.9,7.6
2,4,4,7.6,8.1
2,MINUS,MINUS,10.0,11.3
2,4,4,11.3,11.9
2,PLUS,PLUS,14.4,15.1
2,8,8,15.1,15.7
2,MINUS,MINUS,17.5,18.6
2,7,7,18.6,19.1
2,PLUS,PLUS,22.1,22.8
2,1,1,22.8,22.8
3,MINUS,MINUS,1.3,2.0
3,1,1,2.0,2.2
3,MINUS,MINUS,6.7,7.4
3,1,1,7.4,7.6
3,PLUS,PLUS,11.0,11.1
3,5,5,11.1,11.5
3,MINUS,MINUS,13.9,15.0
3,8,8,15.0,15.3
3,PLUS,PLUS,18.6,19.0
3,6,6,19.0,19.3
3,PLUS,PLUS,22.5,22.8
3,8,8,22.8,23.8
4,PLUS,PLUS,1.6,2.1
4,1,1,2.1,2.7
4,MINUS,MINUS,6.6,7.1
4,6,6,6.6,7.1
4,MINUS,MINUS,12.2,12.8
4,6,6,12.2,12.8
4,PLUS,PLUS,16.1,16.4
4,9,9,16.4,17.0
4,PLUS,PLUS,21.2,21.6
4,2,2,21.6,21.9
4,MINUS,MINUS,23.7,24.4
4,6,6,24.4,24.5
5,MINUS,MINUS,1.3,2.2
5,6,6,2.2,2.7
5,MINUS,MINUS,5.6,6.4
5,4,4,6.4,6.5
5,MINUS,MINUS,10.7,11.3
5,6,6,11.3,11.6
5,PLUS,PLUS,14.4,14.6
5,6,6,14.6,14.9
5,PLUS,PLUS,17.3,18.0
5,9,9,18.0,18.3
5,MINUS,MINUS,21.7,22.2
5,7,7,22.2,22.4
6,PLUS,PLUS,0.4,1.6
6,1,1,1.6,1.8
6,PLUS,PLUS,5.2,5.6
6,1,1,5.6,6.1
6,MINUS,MINUS,9.2,10.1
6,2,2,10.1,10.3
6,PLUS,PLUS,13.4,13.7
6,1,1,13.7,13.9
6,PLUS,PLUS,16.1,16.7
6,2,2,16.7,16.9
6,MINUS,MINUS,19.1,19.8
6,9,9,19.8,20.1
7,PLUS,PLUS,1.3,1.8
7,6,6,1.8,2.7
7,PLUS,PLUS,8.6,8.7
7,6,6,8.7,8.9
7,MINUS,MINUS,11.7,12.1
7,2,2,12.1,12.4
7,PLUS,PLUS,14.3,15.2
7,4,4,15.2,16.3
7,MINUS,MINUS,18.3,19.2
7,7,7,19.2,19.6
7,MINUS,MINUS,23.1,23.6
7,3,3,24.5,24.8
