subject,game,recalled_item,time_rel,bin_center,x_rot,y_rot,duration
148,1,Object_Sea_Solid_Small,-2412.0,-2450.0,174.483937586588,7.784954995352649,218.0
148,1,Object_Sea_Solid_Small,-2033.0,-2050.0,64.01837710432639,60.51691823720264,146.0
148,1,Object_Sea_Solid_Small,-1719.0,-1750.0,26.431001347526625,159.02016277116263,579.0
148,1,Object_Sea_Solid_Small,-982.0,-950.0,53.76523368254915,98.47588358101126,206.0
148,1,Object_Sea_Solid_Small,-744.0,-750.0,-44.071576040544784,393.1342088718591,240.0
148,1,Object_Sea_Solid_Small,-490.0,-450.0,-95.14189543833166,472.1905968275962,252.0
148,1,Object_Sea_Pattern_Large,-2933.0,-2950.0,20.40000000000009,-85.70000000000005,146.0
148,1,Object_Sea_Pattern_Large,-2619.0,-2650.0,124.5,-102.40000000000009,579.0
148,1,Object_Sea_Pattern_Large,-1882.0,-1850.0,58.40000000000009,-95.79999999999995,206.0
148,1,Object_Sea_Pattern_Large,-1644.0,-1650.0,362.5,-158.4000000000001,240.0
148,1,Object_Sea_Pattern_Large,-1390.0,-1350.0,456.5,-153.70000000000005,252.0
148,1,Object_Sea_Pattern_Large,269.0,250.0,-71.59999999999991,-40.700000000000045,22.0
148,1,Object_Sea_Pattern_Large,487.0,450.0,-212.79999999999995,-187.9000000000001,206.0
148,1,Object_Land_Solid_Small,-795.0,-750.0,-93.0589468389949,-70.81717597600966,155.0
148,1,Object_Land_Solid_Small,-601.0,-650.0,23.58928599898283,-506.45784186451124,181.0
148,1,Object_Land_Solid_Small,204.0,250.0,-97.9461339178929,1.6476803507357758,411.0
148,1,Animal_Sea_Pattern_Small,-1895.0,-1850.0,-107.85894683899483,45.1828240239904,155.0
148,1,Animal_Sea_Pattern_Small,-1701.0,-1750.0,-426.81071400101746,-273.65784186451106,181.0
148,1,Animal_Sea_Pattern_Small,84.0,50.0,126.61743371481695,200.90782831804717,76.0
148,2,Animal_Land_Pattern_Large,-662.0,-650.0,-9.799999999999937,148.0999999999999,233.0
148,2,Animal_Land_Pattern_Large,-399.0,-350.0,-308.59999999999985,279.59999999999997,204.0
148,2,Animal_Land_Pattern_Large,-178.0,-150.0,-416.49999999999994,279.09999999999997,442.0
148,2,Animal_Land_Pattern_Large,448.0,450.0,-362.19999999999976,309.59999999999997,71.0
148,2,Animal_Land_Pattern_Large,702.0,750.0,-314.8000000000001,289.59999999999997,321.0
148,2,Object_Sea_Solid_Small,-2083.0,-2050.0,31.288162519685145,305.007312840433,278.0
148,2,Object_Sea_Solid_Small,-1785.0,-1750.0,111.15428903565245,397.07512391105377,102.0
148,2,Object_Sea_Solid_Small,-1526.0,-1550.0,140.76524722901326,373.98743985935516,84.0
148,2,Object_Sea_Solid_Small,-1204.0,-1250.0,324.93623377268875,384.5939338856251,266.0
148,2,Object_Sea_Solid_Small,-731.0,-750.0,199.99959918103244,330.59053272504104,309.0
