time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.42857142857142855,0.6594237128011337,9,7,100,25,0.16666666666666666
-2925.0,0.4444444444444444,0.5737389295340778,10,9,100,25,0.16666666666666666
-2900.0,0.375,0.3347355769230769,9,8,100,25,0.16666666666666666
-2875.0,0.3,0.24039706517047907,11,10,100,25,0.16666666666666666
-2850.0,0.2,0.07057057057057058,6,5,100,25,0.16666666666666666
-2825.0,0.0,0.0,4,3,100,25,0.16666666666666666
-2800.0,0.0,0.0,8,6,100,25,0.16666666666666666
-2775.0,0.125,0.10897797854319594,10,8,100,25,0.16666666666666666
-2750.0,0.1111111111111111,0.09882232462877624,11,9,100,25,0.16666666666666666
-2725.0,0.125,0.10716268739589117,11,8,100,25,0.16666666666666666
-2700.0,0.3333333333333333,0.32868077442593424,11,9,100,25,0.16666666666666666
-2675.0,0.5,0.4531886024423338,7,6,100,25,0.16666666666666666
-2650.0,0.5,0.4594222833562586,7,6,100,25,0.16666666666666666
-2625.0,0.5,0.4594222833562586,6,6,100,25,0.16666666666666666
-2600.0,0.25,0.11985361390667887,4,4,100,25,0.16666666666666666
-2575.0,0.4,0.3629139072847682,5,5,100,25,0.16666666666666666
-2550.0,0.2857142857142857,0.2741370685342671,7,7,100,25,0.16666666666666666
-2525.0,0.2,0.19114056505057553,10,10,100,25,0.16666666666666666
-2500.0,0.2727272727272727,0.32631954350927245,11,11,100,25,0.16666666666666666
-2475.0,0.1111111111111111,0.162677304964539,9,9,100,25,0.16666666666666666
-2450.0,0.1111111111111111,0.1584628670120898,10,9,100,25,0.16666666666666666
-2425.0,0.125,0.18772378516624041,9,8,100,25,0.16666666666666666
-2400.0,0.0,0.0,6,5,100,25,0.16666666666666666
-2375.0,0.0,0.0,10,8,100,25,0.16666666666666666
-2350.0,0.125,0.07634927599824484,9,8,100,25,0.16666666666666666
-2325.0,0.25,0.09773755656108597,10,8,100,25,0.16666666666666666
-2300.0,0.3333333333333333,0.14968017057569297,11,9,100,25,0.16666666666666666
-2275.0,0.5,0.3369041242635244,9,8,100,25,0.16666666666666666
-2250.0,0.6666666666666666,0.4995787700084246,7,6,100,25,0.16666666666666666
-2225.0,0.5,0.32603550295857986,6,6,100,25,0.16666666666666666
-2200.0,0.42857142857142855,0.3363914373088685,7,7,100,25,0.16666666666666666
-2175.0,0.3333333333333333,0.22929171668667467,7,6,100,25,0.16666666666666666
-2150.0,0.3333333333333333,0.2508751458576429,7,6,100,25,0.16666666666666666
-2125.0,0.6,0.5364161849710982,11,10,100,25,0.16666666666666666
-2100.0,0.5,0.4336985266339252,11,10,100,25,0.16666666666666666
-2075.0,0.5,0.41233373639661425,12,12,100,25,0.16666666666666666
-2050.0,0.45454545454545453,0.37732222934016657,11,11,100,25,0.16666666666666666
-2025.0,0.2857142857142857,0.25557564798071125,7,7,100,25,0.16666666666666666
-2000.0,0.4,0.35333333333333333,5,5,100,25,0.16666666666666666
-1975.0,0.3333333333333333,0.26934435912581217,6,6,100,25,0.16666666666666666
-1950.0,0.5,0.38427078148332505,8,8,100,25,0.16666666666666666
-1925.0,0.42857142857142855,0.3066884176182708,7,7,100,25,0.16666666666666666
-1900.0,0.36363636363636365,0.3058741744873132,11,11,100,25,0.16666666666666666
-1875.0,0.42857142857142855,0.40959170447180815,7,7,100,25,0.16666666666666666
-1850.0,0.2,0.2575387123064385,6,5,100,25,0.16666666666666666
-1825.0,0.25,0.3044315992292871,5,4,100,25,0.16666666666666666
-1800.0,1.0,1.0,5,3,100,25,0.16666666666666666
-1775.0,1.0,1.0,6,3,100,25,0.16666666666666666
-1750.0,0.7142857142857143,0.7967592592592593,9,7,100,25,0.16666666666666666
-1725.0,0.7777777777777778,0.8303053730189408,11,9,100,25,0.16666666666666666
-1700.0,0.75,0.7948598130841121,9,8,100,25,0.16666666666666666
-1675.0,0.7272727272727273,0.8125794155019059,12,11,100,25,0.16666666666666666
-1650.0,0.75,0.844776119402985,9,8,100,25,0.16666666666666666
-1625.0,0.75,0.8566835094166284,9,8,100,25,0.16666666666666666
-1600.0,0.625,0.7403803626713843,9,8,100,25,0.16666666666666666
-1575.0,0.6666666666666666,0.7063973063973064,6,6,100,25,0.16666666666666666
-1550.0,0.8888888888888888,0.8806941431670282,9,9,100,25,0.16666666666666666
-1525.0,0.6666666666666666,0.6334362593736216,9,9,100,25,0.16666666666666666
-1500.0,0.75,0.7190500252652855,8,8,100,25,0.16666666666666666
-1475.0,0.7,0.6979355306048534,11,10,100,25,0.16666666666666666
-1450.0,0.375,0.44706994328922495,9,8,100,25,0.16666666666666666
