phase,event,trial_number,eyetracker_onset,eyetracker_offset,fix_start,fix_end,fix_duration_full,fix_duration_bounded,fix_x,fix_y,roi_x,roi_y,roi_content,thisRow.t,notes,onset,offset,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,Unnamed: 20
encoding,attention,1,8969170,8972185,8969571.0,8969987.0,417.0,417.0,2254.2,805.0,2249.0,1269.0,Object_Sea_Solid_Large,,,21.416708124917932,24.430940166581426,1.0,Object_Sea_Solid_Large,2.0,2.0,1.0,1.65176466666162,,,,,,,,
encoding,attention,1,8969170,8972185,8969999.0,8970186.0,188.0,188.0,2184.8,808.5999999999999,2249.0,1269.0,Object_Sea_Solid_Large,,,21.416708124917932,24.430940166581426,1.0,Object_Sea_Solid_Large,2.0,2.0,1.0,1.65176466666162,,,,,,,,
encoding,attention,1,8969170,8972185,8970928.0,8971060.0,133.0,133.0,2265.3,849.5,2249.0,1269.0,Object_Sea_Solid_Large,,,21.416708124917932,24.430940166581426,1.0,Object_Sea_Solid_Large,2.0,2.0,1.0,1.65176466666162,,,,,,,,
encoding,attention,1,8969170,8972185,8971071.0,8971191.0,121.0,121.0,2204.1,840.8,2249.0,1269.0,Object_Sea_Solid_Large,,,21.416708124917932,24.430940166581426,1.0,Object_Sea_Solid_Large,2.0,2.0,1.0,1.65176466666162,,,,,,,,
encoding,attention,1,8969170,8972185,8971398.0,8971439.0,42.0,42.0,2229.7,831.2,2249.0,1269.0,Object_Sea_Solid_Large,,,21.416708124917932,24.430940166581426,1.0,Object_Sea_Solid_Large,2.0,2.0,1.0,1.65176466666162,,,,,,,,
encoding,fixation,2,8972185,8972939,8972346.0,8972480.0,135.0,135.0,1933.2,1047.8,1920.0,1080.0,fixation,,,24.431146874907427,25.184882708243094,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,fixation,2,8972185,8972939,8972492.0,8972802.0,311.0,311.0,1912.7,1089.3,1920.0,1080.0,fixation,,,24.431146874907427,25.184882708243094,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,image,2,8972939,8973948,8973716.0,8974041.0,326.0,232.0,1619.0,951.7,1591.0,1269.0,Animal_Land_Solid_Small,,,25.185012833215296,26.19373629160691,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8974734.0,8974882.0,149.0,149.0,1536.4,896.8,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8974896.0,8975052.0,157.0,157.0,1593.5,827.0999999999999,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8975159.0,8975262.0,104.0,104.0,1602.3,879.7,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8975426.0,8975628.0,203.0,203.0,1627.4,933.8,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8975650.0,8975999.0,350.0,350.0,1584.8,780.0,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8976006.0,8977545.0,1540.0,1540.0,1594.0,813.5,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8977568.0,8977661.0,94.0,94.0,1599.0,937.5,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8977836.0,8978404.0,569.0,569.0,1615.5,931.5,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8978424.0,8978630.0,207.0,207.0,1598.6,817.8,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8978650.0,8978928.0,279.0,279.0,1612.7,930.0999999999999,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8979271.0,8979486.0,216.0,216.0,1587.8,812.7,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,value,2,8973948,8979957,8979504.0,8979777.0,274.0,274.0,1608.1,943.0,1591.0,1269.0,Animal_Land_Solid_Small,,,26.19383933325298,32.20296512497589,1.0,Animal_Land_Solid_Small,-1.0,,,,,,,,,,,
encoding,attention,2,8979957,8982971,8979962.0,8980159.0,198.0,198.0,1578.1,891.0,1591.0,1269.0,Animal_Land_Solid_Small,,,32.2030887498986,35.21667449991219,1.0,Animal_Land_Solid_Small,-1.0,-1.0,1.0,1.6437484165653586,,,,,,,,
encoding,attention,2,8979957,8982971,8980174.0,8980713.0,540.0,540.0,1615.4,859.4000000000001,1591.0,1269.0,Animal_Land_Solid_Small,,,32.2030887498986,35.21667449991219,1.0,Animal_Land_Solid_Small,-1.0,-1.0,1.0,1.6437484165653586,,,,,,,,
encoding,attention,2,8979957,8982971,8980726.0,8980915.0,190.0,190.0,1554.4,843.3,1591.0,1269.0,Animal_Land_Solid_Small,,,32.2030887498986,35.21667449991219,1.0,Animal_Land_Solid_Small,-1.0,-1.0,1.0,1.6437484165653586,,,,,,,,
encoding,attention,2,8979957,8982971,8980924.0,8981858.0,935.0,935.0,1616.7,826.9000000000001,1591.0,1269.0,Animal_Land_Solid_Small,,,32.2030887498986,35.21667449991219,1.0,Animal_Land_Solid_Small,-1.0,-1.0,1.0,1.6437484165653586,,,,,,,,
encoding,attention,2,8979957,8982971,8982060.0,8982603.0,544.0,544.0,1598.0,926.8,1591.0,1269.0,Animal_Land_Solid_Small,,,32.2030887498986,35.21667449991219,1.0,Animal_Land_Solid_Small,-1.0,-1.0,1.0,1.6437484165653586,,,,,,,,
encoding,fixation,3,8982971,8984225,8983238.0,8984501.0,1264.0,987.0,1900.9,1080.8,1920.0,1080.0,fixation,,,35.216794958221726,36.471072041545995,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,image,3,8984225,8985235,8984545.0,8985414.0,870.0,690.0,1910.9,733.0,1920.0,1460.0,Animal_Sea_Solid_Large,,,36.47116620815359,37.480388416559435,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8985438.0,8985745.0,308.0,308.0,1914.3,617.2,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8985765.0,8986074.0,310.0,310.0,1902.8,715.0,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8986299.0,8986801.0,503.0,503.0,1903.7,680.7,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8986820.0,8987014.0,195.0,195.0,1890.0,647.8,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8987024.0,8987911.0,888.0,888.0,1902.4,605.0,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8987931.0,8988164.0,234.0,234.0,1890.1,721.4000000000001,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8988404.0,8988893.0,490.0,490.0,1885.6,709.0,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8988906.0,8989477.0,572.0,572.0,1878.3,718.4000000000001,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8989491.0,8989732.0,242.0,242.0,1903.0,634.8,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8990003.0,8990299.0,297.0,297.0,1927.2,481.0,,,none,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8990316.0,8990575.0,260.0,260.0,1887.3,672.8,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8990588.0,8990680.0,93.0,93.0,1898.9,582.5,1920.0,1460.0,Animal_Sea_Solid_Large,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,value,3,8985235,8991244,8991062.0,8991652.0,591.0,182.0,1905.6,499.4000000000001,,,none,,,37.48051129153464,43.48907999997027,1.0,Animal_Sea_Solid_Large,-2.0,,,,,,,,,,,
encoding,attention,3,8991244,8994258,8991666.0,8992319.0,654.0,654.0,1964.0,555.0999999999999,1920.0,1460.0,Animal_Sea_Solid_Large,,,43.489231874933466,46.50301699992269,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,0.8336799582466483,,,,,,,,
encoding,attention,3,8991244,8994258,8992343.0,8992486.0,144.0,144.0,1891.5,727.9000000000001,1920.0,1460.0,Animal_Sea_Solid_Large,,,43.489231874933466,46.50301699992269,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,0.8336799582466483,,,,,,,,
encoding,attention,3,8991244,8994258,8992701.0,8992845.0,145.0,145.0,1999.2,791.8,1920.0,1460.0,Animal_Sea_Solid_Large,,,43.489231874933466,46.50301699992269,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,0.8336799582466483,,,,,,,,
encoding,attention,3,8991244,8994258,8992870.0,8993193.0,324.0,324.0,2145.2,993.0999999999999,2249.0,1269.0,Object_Sea_Solid_Large,,,43.489231874933466,46.50301699992269,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,0.8336799582466483,,,,,,,,
encoding,attention,3,8991244,8994258,8993215.0,8993438.0,224.0,224.0,1965.5,1055.8,1920.0,1080.0,fixation,,,43.489231874933466,46.50301699992269,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,0.8336799582466483,,,,,,,,
encoding,attention,3,8991244,8994258,8993479.0,8993613.0,135.0,135.0,1913.3,716.4000000000001,1920.0,1460.0,Animal_Sea_Solid_Large,,,43.489231874933466,46.50301699992269,1.0,Animal_Sea_Solid_Large,-2.0,-2.0,1.0,0.8336799582466483,,,,,,,,
encoding,fixation,4,8994258,8995011,8994480.0,8994607.0,128.0,128.0,1837.4,1042.4,1591.0,1269.0,Animal_Land_Solid_Small,,,46.503165958216414,47.2565822500037,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,fixation,4,8994258,8995011,8994625.0,8994728.0,104.0,104.0,1887.2,1097.1,1920.0,1080.0,fixation,,,46.503165958216414,47.2565822500037,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,fixation,4,8994258,8995011,8994956.0,8995252.0,297.0,55.0,1502.8,981.3,1591.0,1269.0,Animal_Land_Solid_Small,,,46.503165958216414,47.2565822500037,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,image,4,8995012,8996020,8995298.0,8995531.0,234.0,234.0,1920.4,1425.7,1920.0,700.0,Object_Sea_Pattern_Large,,,47.25668608315755,48.26546704152133,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,image,4,8995012,8996020,8995538.0,8995739.0,202.0,202.0,1894.1,1391.2,1920.0,700.0,Object_Sea_Pattern_Large,,,47.25668608315755,48.26546704152133,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,image,4,8995012,8996020,8995754.0,8996057.0,304.0,266.0,1901.8,1317.7,1920.0,700.0,Object_Sea_Pattern_Large,,,47.25668608315755,48.26546704152133,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,8996287.0,8996480.0,194.0,194.0,1907.8,1290.4,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,8996681.0,8996886.0,206.0,206.0,1900.7,1321.8,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,8996895.0,8997472.0,578.0,578.0,1904.2,1394.9,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,8997633.0,8997769.0,137.0,137.0,1913.8,1356.5,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,8998144.0,8998428.0,285.0,285.0,1922.3,1318.3,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,8998662.0,8999132.0,471.0,471.0,1896.4,1375.2,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,8999144.0,8999327.0,184.0,184.0,1914.9,1352.2,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,8999529.0,9000147.0,619.0,619.0,1902.1,1352.4,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,9000164.0,9000470.0,307.0,307.0,1912.0,1416.1,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,9000482.0,9000713.0,232.0,232.0,1906.2,1354.2,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,9000876.0,9001213.0,338.0,338.0,1892.3,1306.8,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,9001415.0,9001962.0,548.0,548.0,1894.8,1325.8,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,value,4,8996020,9002029,9001969.0,9002147.0,179.0,60.0,1881.5,1358.4,1920.0,700.0,Object_Sea_Pattern_Large,,,48.265561333158985,54.27395583316684,1.0,Object_Sea_Pattern_Large,1.0,,,,,,,,,,,
encoding,attention,4,9002029,9005043,9002283.0,9002635.0,353.0,353.0,1940.6,1339.0,1920.0,700.0,Object_Sea_Pattern_Large,,,54.27405437489506,57.28770808316767,1.0,Object_Sea_Pattern_Large,1.0,1.0,1.0,1.1467479165876284,,,,,,,,
encoding,attention,4,9002029,9005043,9002651.0,9002900.0,250.0,250.0,1850.9,1346.1,1920.0,700.0,Object_Sea_Pattern_Large,,,54.27405437489506,57.28770808316767,1.0,Object_Sea_Pattern_Large,1.0,1.0,1.0,1.1467479165876284,,,,,,,,
encoding,attention,4,9002029,9005043,9003103.0,9003461.0,359.0,359.0,1880.5,1309.6,1920.0,700.0,Object_Sea_Pattern_Large,,,54.27405437489506,57.28770808316767,1.0,Object_Sea_Pattern_Large,1.0,1.0,1.0,1.1467479165876284,,,,,,,,
encoding,attention,4,9002029,9005043,9003647.0,9003805.0,159.0,159.0,1911.2,1366.7,1920.0,700.0,Object_Sea_Pattern_Large,,,54.27405437489506,57.28770808316767,1.0,Object_Sea_Pattern_Large,1.0,1.0,1.0,1.1467479165876284,,,,,,,,
encoding,attention,4,9002029,9005043,9003825.0,9004005.0,181.0,181.0,1980.1,1333.9,1920.0,700.0,Object_Sea_Pattern_Large,,,54.27405437489506,57.28770808316767,1.0,Object_Sea_Pattern_Large,1.0,1.0,1.0,1.1467479165876284,,,,,,,,
encoding,attention,4,9002029,9005043,9004055.0,9004378.0,324.0,324.0,2066.5,968.5999999999999,2249.0,1269.0,Object_Sea_Solid_Large,,,54.27405437489506,57.28770808316767,1.0,Object_Sea_Pattern_Large,1.0,1.0,1.0,1.1467479165876284,,,,,,,,
encoding,attention,4,9002029,9005043,9004645.0,9004854.0,210.0,210.0,1844.3,1041.4,1591.0,1269.0,Animal_Land_Solid_Small,,,54.27405437489506,57.28770808316767,1.0,Object_Sea_Pattern_Large,1.0,1.0,1.0,1.1467479165876284,,,,,,,,
encoding,fixation,5,9005043,9006047,9005288.0,9005351.0,64.0,64.0,1873.4,976.5,1920.0,1460.0,Animal_Sea_Solid_Large,,,57.287848124979064,58.29125854151789,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,fixation,5,9005043,9006047,9005914.0,9006283.0,370.0,133.0,1839.3,748.2,1920.0,1460.0,Animal_Sea_Solid_Large,,,57.287848124979064,58.29125854151789,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,image,5,9006047,9007057,9006327.0,9006825.0,499.0,499.0,2186.8,1265.4,2249.0,891.0,Object_Land_Pattern_Small,,,58.29135845822748,59.30121387494728,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,image,5,9006047,9007057,9006978.0,9007258.0,281.0,79.0,2167.8,1144.4,2249.0,891.0,Object_Land_Pattern_Small,,,58.29135845822748,59.30121387494728,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9007587.0,9007987.0,401.0,401.0,2213.8,1142.8,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9008001.0,9008084.0,84.0,84.0,2202.9,1221.0,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9008773.0,9008938.0,166.0,166.0,2236.0,1255.0,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9008957.0,9009079.0,123.0,123.0,2192.6,1165.7,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9009294.0,9010011.0,718.0,718.0,2192.6,1162.0,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9010025.0,9010146.0,122.0,122.0,2215.1,1214.9,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9010316.0,9010568.0,253.0,253.0,2211.9,1230.4,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9010586.0,9011205.0,620.0,620.0,2196.4,1163.9,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9011219.0,9011390.0,172.0,172.0,2203.5,1253.1,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9011545.0,9012222.0,678.0,678.0,2209.2,1263.7,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,value,5,9007057,9013067,9012234.0,9013320.0,1087.0,833.0,2214.3,1254.0,2249.0,891.0,Object_Land_Pattern_Small,,,59.30136058316566,65.31082866655197,1.0,Object_Land_Pattern_Small,-6.0,,,,,,,,,,,
encoding,attention,5,9013067,9016083,9013339.0,9013418.0,80.0,80.0,2202.2,1169.6,2249.0,891.0,Object_Land_Pattern_Small,,,65.31092254153918,68.32717016653623,1.0,Object_Land_Pattern_Small,-6.0,-6.0,1.0,0.8331028333632275,,,,,,,,
encoding,attention,5,9013067,9016083,9013599.0,9014139.0,541.0,541.0,2186.1,1156.4,2249.0,891.0,Object_Land_Pattern_Small,,,65.31092254153918,68.32717016653623,1.0,Object_Land_Pattern_Small,-6.0,-6.0,1.0,0.8331028333632275,,,,,,,,
encoding,attention,5,9013067,9016083,9014333.0,9014744.0,412.0,412.0,2208.2,1230.1,2249.0,891.0,Object_Land_Pattern_Small,,,65.31092254153918,68.32717016653623,1.0,Object_Land_Pattern_Small,-6.0,-6.0,1.0,0.8331028333632275,,,,,,,,
encoding,attention,5,9013067,9016083,9014775.0,9014982.0,208.0,208.0,1914.0,1446.0,1920.0,700.0,Object_Sea_Pattern_Large,,,65.31092254153918,68.32717016653623,1.0,Object_Land_Pattern_Small,-6.0,-6.0,1.0,0.8331028333632275,,,,,,,,
encoding,attention,5,9013067,9016083,9015158.0,9015254.0,97.0,97.0,2211.3,1132.8,2249.0,891.0,Object_Land_Pattern_Small,,,65.31092254153918,68.32717016653623,1.0,Object_Land_Pattern_Small,-6.0,-6.0,1.0,0.8331028333632275,,,,,,,,
