game,original_item,item,onset,offset
1,MINUS,MINUS,1.4,2.1
1,2,2,2.1,2.3
1,PLUS,PLUS,7.5,7.9
1,1,1,7.9,8.3
1,PLUS,PLUS,11.2,11.6
1,1,1,11.6,12.2
1,PLUS,PLUS,18.3,18.5
1,2,2,18.5,19.1
1,PLUS,PLUS,22.0,22.7
1,4,4,22.7,23.1
1,MINUS,MINUS,26.3,27.1
1,6,6,27.1,27.4
2,+,+,1.4,2.2
2,9,9,2.2,2.3
2,+,+,4.8,6.0
2,1,1,6.0,6.1
2,MINUS,MINUS,10.4,10.7
2,9,9,10.7,11.1
2,PLUS,PLUS,15.9,17.1
2,8,8,17.1,17.5
2,MINUS,MINUS,19.7,20.9
2,4,4,20.9,21.0
2,PLUS,PLUS,24.5,24.8
2,9,9,24.8,25.3
3,+,+,1.6,2.4
3,9,9,2.4,2.5
3,PLUS,PLUS,7.4,7.8
3,4,4,7.8,8.1
3,MINUS,MINUS,10.8,12.0
3,9,9,12.0,12.1
3,PLUS,PLUS,15.1,15.4
3,1,1,15.4,15.8
3,MINUS,MINUS,19.7,21.2
3,7,7,21.2,21.3
3,PLUS,PLUS,24.0,24.9
3,1,1,24.9,25.1
4,PLUS,PLUS,1.5,2.0
4,6,6,2.0,2.4
4,MINUS,MINUS,5.5,6.5
4,2,2,6.5,6.9
4,MINUS,MINUS,10.8,11.5
4,4,4,11.5,11.8
4,MINUS,MINUS,14.1,14.5
4,6,6,14.5,16.7
4,PLUS,PLUS,19.1,19.4
4,7,7,19.4,19.7
4,MINUS,MINUS,22.9,23.2
4,4,4,23.2,23.5
5,MINUS,MINUS,1.6,2.3
5,9,9,2.3,2.6
5,PLUS,PLUS,5.3,5.7
5,3,3,5.7,6.1
5,PLUS,PLUS,9.0,9.4
5,8,8,9.4,9.8
5,PLUS,PLUS,12.1,12.7
5,3,3,12.7,12.9
5,MINUS,MINUS,14.8,16.1
5,9,9,16.1,16.3
5,PLUS,PLUS,17.4,18.3
5,2,2,18.3,18.6
6,MINUS,MINUS,1.7,2.4
6,1,1,2.4,2.6
6,PLUS,PLUS,5.5,6.2
6,9,9,6.2,6.3
6,MINUS,MINUS,9.6,10.2
6,1,1,10.2,10.4
6,MINUS,MINUS,12.4,13.4
6,1,1,13.4,13.5
6,MINUS,MINUS,16.0,16.5
6,4,4,16.5,16.7
6,PLUS,PLUS,18.2,18.8
6,7,7,18.8,19.1
7,MINUS,MINUS,1.0,1.9
7,9,9,1.0,1.9
7,+,+,4.8,5.3
7,1,1,5.3,5.4
7,+,+,9.4,9.9
7,1,1,9.9,10.0
7,PLUS,PLUS,12.6,12.8
7,7,7,12.8,13.2
7,PLUS,PLUS,15.3,16.0
7,7,7,16.0,16.4
7,MINUS,MINUS,19.0,19.4
7,7,7,19.4,19.7
