game,original_item,item,onset,offset
1,PLUS,PLUS,7.6,8.2
1,8,8,8.2,8.6
1,MINUS,MINUS,25.9,26.9
1,3,3,26.9,27.3
1,PLUS,PLUS,31.1,31.7
1,3,3,31.7,32.0
1,MINUS,MINUS,37.4,37.7
1,2,2,39.4,39.5
1,PLUS,PLUS,45.3,46.0
1,4,4,46.0,46.9
1,MINUS,MINUS,52.8,53.3
1,8,8,53.3,53.6
2,PLUS,PLUS,2.3,3.3
2,4,4,4.0,4.7
2,MINUS,MINUS,12.7,13.5
2,3,3,13.5,13.8
2,+,+,19.4,20.3
2,3,3,20.3,20.3
2,PLUS,PLUS,24.4,24.6
2,2,2,24.6,25.3
2,MINUS,MINUS,31.0,31.5
2,4,4,31.5,32.0
2,MINUS,MINUS,35.0,35.5
2,8,8,35.5,36.2
3,MINUS,MINUS,3.6,4.4
3,3,3,4.4,4.7
3,PLUS,PLUS,10.4,11.0
3,2,2,11.0,11.9
3,PLUS,PLUS,15.1,15.6
3,9,9,15.6,16.1
3,PLUS,PLUS,20.0,20.7
3,8,8,20.7,21.4
3,PLUS,PLUS,28.5,28.8
3,8,8,28.8,29.1
3,MINUS,MINUS,32.3,32.8
3,2,2,34.4,34.6
4,MINUS,MINUS,4.6,5.5
4,9,9,5.5,6.6
4,PLUS,PLUS,12.5,13.1
4,4,4,13.1,13.2
4,MINUS,MINUS,16.7,17.3
4,4,4,17.3,17.6
4,PLUS,PLUS,21.6,22.0
4,9,9,22.0,23.2
4,PLUS,PLUS,27.6,28.2
4,3,3,28.2,31.5
4,PLUS,PLUS,38.0,38.6
4,4,4,38.6,38.7
5,MINUS,MINUS,8.2,9.1
5,6,6,9.1,9.9
5,PLUS,PLUS,17.8,18.4
5,4,4,18.4,18.6
5,PLUS,PLUS,28.1,28.9
5,6,6,28.9,29.2
5,MINUS,MINUS,34.7,35.3
5,5,5,36.2,36.5
5,PLUS,PLUS,39.8,40.3
5,9,9,42.8,43.3
5,MINUS,MINUS,47.0,47.3
5,2,2,47.3,47.6
6,PLUS,PLUS,2.3,3.0
6,2,2,3.0,3.2
6,PLUS,PLUS,6.4,7.4
6,9,9,7.4,7.5
6,PLUS,PLUS,10.0,10.6
6,9,9,10.6,10.8
6,PLUS,PLUS,13.9,14.9
6,4,4,17.1,17.1
6,MINUS,MINUS,19.5,20.0
6,2,2,20.0,20.3
6,MINUS,MINUS,25.4,26.5
6,4,4,26.5,26.7
7,MINUS,MINUS,2.2,2.9
7,4,4,2.9,3.2
7,PLUS,PLUS,10.2,10.8
7,4,4,10.8,11.0
7,MINUS,MINUS,14.2,15.0
7,3,3,15.6,15.9
7,PLUS,PLUS,22.1,22.7
7,4,4,22.7,22.8
7,PLUS,PLUS,26.0,26.8
7,9,9,26.8,26.9
7,PLUS,PLUS,30.1,30.6
7,9,9,30.6,30.7
