game,recalled_item,recall_onset,recall_offset,recall_duration,window,total_fixations_all,total_fixations_images,fixations_at_target,fixations_at_other_images,fixations_center,fixations_none,proportion_at_target,proportion_at_other_images,total_fixation_duration_all,total_fixation_duration_images,duration_at_target,duration_at_other_images,duration_center,duration_none,proportion_duration_at_target,proportion_duration_at_other_images
1,Animal_Land_Solid_Large,3400,4200,800,pre_recall,4,3,1,2,1,0,0.3333333333333333,0.6666666666666666,641.0,222.0,27.0,195.0,419.0,0.0,0.12162162162162163,0.8783783783783784
1,Animal_Land_Solid_Large,3400,4200,800,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Animal_Land_Pattern_Large,4200,5600,1400,pre_recall,2,2,0,2,0,0,0.0,1.0,56.0,56.0,0.0,56.0,0.0,0.0,0.0,1.0
1,Animal_Land_Pattern_Large,4200,5600,1400,during_recall,1,0,0,0,0,1,0.0,0.0,175.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0
1,Object_Sea_Solid_Small,5600,6800,1200,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Object_Sea_Solid_Small,5600,6800,1200,during_recall,2,0,0,0,0,2,0.0,0.0,419.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0
1,Object_Sea_Solid_Large,6800,8900,2100,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Object_Sea_Solid_Large,6800,8900,2100,during_recall,2,0,0,0,0,2,0.0,0.0,475.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0
1,Animal_Land_Pattern_Small,13600,14900,1300,pre_recall,1,0,0,0,0,1,0.0,0.0,259.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0
1,Animal_Land_Pattern_Small,13600,14900,1300,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Animal_Land_Solid_Large,2200,3300,1100,pre_recall,3,3,1,2,0,0,0.3333333333333333,0.6666666666666666,351.0,351.0,207.0,144.0,0.0,0.0,0.5897435897435898,0.41025641025641024
2,Animal_Land_Solid_Large,2200,3300,1100,during_recall,1,0,0,0,0,1,0.0,0.0,54.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
2,Object_Land_Solid_Large,4500,5900,1400,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Object_Land_Solid_Large,4500,5900,1400,during_recall,1,0,0,0,0,1,0.0,0.0,71.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0
2,Animal_Sea_Pattern_Large,13700,14600,900,pre_recall,6,0,0,0,0,6,0.0,0.0,890.0,0.0,0.0,0.0,0.0,890.0,0.0,0.0
2,Animal_Sea_Pattern_Large,13700,14600,900,during_recall,2,0,0,0,0,2,0.0,0.0,82.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
3,Animal_Sea_Solid_Large,3300,5100,1800,pre_recall,2,1,0,1,1,0,0.0,1.0,391.0,278.0,0.0,278.0,113.0,0.0,0.0,1.0
3,Animal_Sea_Solid_Large,3300,5100,1800,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Animal_Sea_Pattern_Small,5100,5300,200,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Animal_Sea_Pattern_Small,5100,5300,200,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Object_Land_Pattern_Large,6800,7500,700,pre_recall,3,0,0,0,0,3,0.0,0.0,803.0,0.0,0.0,0.0,0.0,803.0,0.0,0.0
3,Object_Land_Pattern_Large,6800,7500,700,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Object_Sea_Pattern_Large,12000,12500,500,pre_recall,6,0,0,0,0,6,0.0,0.0,836.0,0.0,0.0,0.0,0.0,836.0,0.0,0.0
3,Object_Sea_Pattern_Large,12000,12500,500,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Object_Sea_Solid_Large,2900,4500,1600,pre_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Object_Sea_Solid_Large,2900,4500,1600,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Animal_Land_Pattern_Small,7900,8900,1000,pre_recall,8,0,0,0,0,8,0.0,0.0,1678.0,0.0,0.0,0.0,0.0,1678.0,0.0,0.0
4,Animal_Land_Pattern_Small,7900,8900,1000,during_recall,2,0,0,0,0,2,0.0,0.0,184.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0
4,Animal_Land_Solid_Large,9600,10500,900,pre_recall,6,0,0,0,0,6,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0
4,Animal_Land_Solid_Large,9600,10500,900,during_recall,2,0,0,0,0,2,0.0,0.0,205.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0
4,Animal_Land_Pattern_Large,11700,12500,800,pre_recall,4,0,0,0,0,4,0.0,0.0,404.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0
4,Animal_Land_Pattern_Large,11700,12500,800,during_recall,1,0,0,0,0,1,0.0,0.0,158.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0
5,Animal_Land_Solid_Large,4000,5000,1000,pre_recall,3,0,0,0,0,3,0.0,0.0,350.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0
5,Animal_Land_Solid_Large,4000,5000,1000,during_recall,1,0,0,0,0,1,0.0,0.0,319.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0
5,Animal_Sea_Solid_Small,8600,9500,900,pre_recall,5,3,0,3,0,2,0.0,1.0,668.0,536.0,0.0,536.0,0.0,132.0,0.0,1.0
5,Animal_Sea_Solid_Small,8600,9500,900,during_recall,1,1,0,1,0,0,0.0,1.0,426.0,426.0,0.0,426.0,0.0,0.0,0.0,1.0
6,Animal_Land_Solid_Small,3200,4800,1600,pre_recall,8,1,0,1,1,6,0.0,1.0,1047.0,150.0,0.0,150.0,100.0,797.0,0.0,1.0
6,Animal_Land_Solid_Small,3200,4800,1600,during_recall,3,0,0,0,0,3,0.0,0.0,543.0,0.0,0.0,0.0,0.0,543.0,0.0,0.0
6,Object_Sea_Pattern_Large,21000,21600,600,pre_recall,1,0,0,0,0,1,0.0,0.0,69.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0
6,Object_Sea_Pattern_Large,21000,21600,600,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Object_Land_Pattern_Large,5700,7000,1300,pre_recall,5,1,0,1,2,2,0.0,1.0,776.0,126.0,0.0,126.0,605.0,45.0,0.0,1.0
7,Object_Land_Pattern_Large,5700,7000,1300,during_recall,2,0,0,0,0,2,0.0,0.0,581.0,0.0,0.0,0.0,0.0,581.0,0.0,0.0
7,Object_Sea_Solid_Small,7000,7600,600,pre_recall,2,0,0,0,0,2,0.0,0.0,45.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
7,Object_Sea_Solid_Small,7000,7600,600,during_recall,2,0,0,0,0,2,0.0,0.0,596.0,0.0,0.0,0.0,0.0,596.0,0.0,0.0
7,Object_Land_Solid_Small,7600,8800,1200,pre_recall,1,0,0,0,0,1,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
7,Object_Land_Solid_Small,7600,8800,1200,during_recall,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
