game,original_item,item,onset,offset
1,LION,Animal_Land_Solid_Large,3.4,4.2
1,ZEBRA,Animal_Land_Pattern_Large,4.2,5.6
1,SNORKEL,Object_Sea_Solid_Small,5.6,6.8
1,SUBMARINE,Object_Sea_Solid_Large,6.8,8.9
1,LADYBUG,Animal_Land_Pattern_Small,13.6,14.9
1,SEAL,Animal_Sea_Solid_Large,18.2,19.1
2,LION,Animal_Land_Solid_Large,2.2,3.3
2,ZEBRA,Animal_Land_Pattern_Large,3.3,4.5
2,COUCH,Object_Land_Solid_Large,4.5,5.9
2,WELL,Animal_Sea_Pattern_Large,13.7,14.6
3,SEAL,Animal_Sea_Solid_Large,3.3,5.1
3,FISH,Animal_Sea_Pattern_Small,5.1,5.3
3,HOUSE,Object_Land_Pattern_Large,6.8,7.5
3,BOAT,Object_Sea_Pattern_Large,12.0,12.5
4,SUBMARINE,Object_Sea_Solid_Large,2.9,4.5
4,LADYBUG,Animal_Land_Pattern_Small,7.9,8.9
4,LION,Animal_Land_Solid_Large,9.6,10.5
4,ZEBRA,Animal_Land_Pattern_Large,11.7,12.5
4,BIRD,Animal_Land_Solid_Small,13.6,14.5
5,LION,Animal_Land_Solid_Large,4.0,5.0
5,ZEBRA,Animal_Land_Pattern_Large,5.0,6.4
5,CRAB,Animal_Sea_Solid_Small,8.6,9.5
5,SUBMARINE,Object_Sea_Solid_Large,18.7,20.0
6,BIRD,Animal_Land_Solid_Small,3.2,4.8
6,SUBMARINE,Object_Sea_Solid_Large,4.8,5.6
6,LION,Animal_Land_Solid_Large,8.7,9.6
6,BOAT,Object_Sea_Pattern_Large,21.0,21.6
7,HOUSE,Object_Land_Pattern_Large,5.7,7.0
7,SNORKEL,Object_Sea_Solid_Small,7.0,7.6
7,BOWTIE,Object_Land_Solid_Small,7.6,8.8
7,LION,Animal_Land_Solid_Large,10.2,11.0
7,BOAT,Object_Sea_Pattern_Large,13.6,14.2
